,Player,Season,Stage,True shooting percentage
746,Jalen Rose,2000,Playoffs,43.86
747,Bryon Russell,2000,Playoffs,57.93
748,Brian Shaw,2000,Playoffs,46.08
749,Jason Williams,2000,Playoffs,54.62
750,Eddie Robinson,2000,Playoffs,55.08
751,Jason Caffey,2000,Playoffs,44.36
752,Shawn Bradley,2000,Playoffs,56.42
753,Lindsey Hunter,2000,Playoffs,30.82
754,Malik Rose,2000,Playoffs,50.16
755,Terrell Brandon,2000,Playoffs,48.17
756,Glen Rice,2000,Playoffs,54.94
757,Hedo Turkoglu,2000,Playoffs,58.5
758,Cliff Robinson,2000,Playoffs,50.27
759,Shawn Marion,2000,Playoffs,43.28
760,Jason Kidd,2000,Playoffs,38.37
761,George Lynch,2000,Playoffs,50.75
762,Sean Elliott,2000,Playoffs,51.04
763,Eddie Jones,2000,Playoffs,60.54
764,Bobby Jackson,2000,Playoffs,51.7
765,Todd MacCulloch,2000,Playoffs,66.04
766,Wally Szczerbiak,2000,Playoffs,58.33
767,Derek Anderson,2000,Playoffs,38.44
768,Darrell Armstrong,2000,Playoffs,52.25
769,Damon Stoudamire,2000,Playoffs,51.24
770,Donyell Marshall,2000,Playoffs,44.86
771,Howard Eisley,2000,Playoffs,47.48
772,Steve Smith,2000,Playoffs,62.13
773,Rasheed Wallace,2000,Playoffs,43.74
774,John Stockton,2000,Playoffs,52.98
775,Danny Manning,2000,Playoffs,62.37
776,Scot Pollard,2000,Playoffs,64.03
777,Mike Miller,2000,Playoffs,48.23
778,Pat Garrity,2000,Playoffs,62.83
779,Tony Delk,2000,Playoffs,49.12
780,Mark Jackson,2000,Playoffs,54.45
781,Morris Peterson,2000,Playoffs,58.49
782,Austin Croshere,2000,Playoffs,51.68
783,Scottie Pippen,2000,Playoffs,48.86
784,Travis Best,2000,Playoffs,47.84
785,Jermaine O'Neal,2000,Playoffs,44.93
786,Jamaal Magloire,2000,Playoffs,51.15
787,Olden Polynice,2000,Playoffs,56.69
788,Calvin Booth,2000,Playoffs,46.39
789,Matt Geiger,2000,Playoffs,61.77
790,Eddie House,2000,Playoffs,45.02
791,Mario Elie,2000,Playoffs,52.14
792,Jerome Williams,2000,Playoffs,51.96
793,Keon Clark,2000,Playoffs,45.1
794,Alonzo Mourning,2000,Playoffs,52.46
795,Rodney Rogers,2000,Playoffs,37.91
796,Bo Outlaw,2000,Playoffs,55.12
797,Arvydas Sabonis,2000,Playoffs,52.28
798,Raja Bell,2000,Playoffs,51.27
799,Anthony Peeler,2000,Playoffs,32.08
800,Kevin Ollie,2000,Playoffs,49.76
801,Greg Buckner,2000,Playoffs,54.74
802,Steve Kerr,2000,Playoffs,57.96
803,Brian Grant,2000,Playoffs,49.73
804,Tyronn Lue,2000,Playoffs,46.47
805,Darvin Ham,2000,Playoffs,60.92
806,Derrick Coleman,2000,Playoffs,35.56
807,Marcus Camby,2000,Playoffs,39.41
808,Charlie Ward,2000,Playoffs,42.17
809,LaPhonso Ellis,2000,Playoffs,45.25
810,Tom Gugliotta,2000,Playoffs,38.38
811,David Benoit,2000,Playoffs,52.08
812,Rodney Buford,2000,Playoffs,42.2
813,Othella Harrington,2000,Playoffs,55.56
814,Anthony Carter,2000,Playoffs,47.37
815,Dan Majerle,2000,Playoffs,45.05
816,Anthony Mason,2000,Playoffs,51.15
817,Samaki Walker,2000,Playoffs,37.8
818,Jake Tsakalidis,2000,Playoffs,37.5
819,Greg Ostertag,2000,Playoffs,31.35
1021,Paul Pierce,2001,Regular_Season,56.99
1022,Tim Duncan,2001,Regular_Season,57.63
1023,Kobe Bryant,2001,Regular_Season,54.39
1024,Tracy McGrady,2001,Regular_Season,53.22
1025,Allen Iverson,2001,Regular_Season,48.87
1026,Shaquille O'Neal,2001,Regular_Season,58.95
1027,Gary Payton,2001,Regular_Season,52.6
1028,Antoine Walker,2001,Regular_Season,48.97
1029,Karl Malone,2001,Regular_Season,53.21
1030,Dirk Nowitzki,2001,Regular_Season,59.9
1031,Kevin Garnett,2001,Regular_Season,53.63
1032,Jalen Rose,2001,Regular_Season,52.82
1033,Stephon Marbury,2001,Regular_Season,51.93
1034,Shareef Abdur-Rahim,2001,Regular_Season,53.56
1035,Jerry Stackhouse,2001,Regular_Season,51.78
1036,Antawn Jamison,2001,Regular_Season,51.61
1037,Cuttino Mobley,2001,Regular_Season,53.67
1038,Latrell Sprewell,2001,Regular_Season,50.12
1039,Allan Houston,2001,Regular_Season,54.03
1040,Shawn Marion,2001,Regular_Season,51.76
1041,Wally Szczerbiak,2001,Regular_Season,58.05
1042,Rasheed Wallace,2001,Regular_Season,54.03
1043,Peja Stojakovic,2001,Regular_Season,59.19
1044,Jason Terry,2001,Regular_Season,54.95
1045,Ray Allen,2001,Regular_Season,59.84
1046,Baron Davis,2001,Regular_Season,49.81
1047,Vince Carter,2001,Regular_Season,51.45
1048,Eddie Jones,2001,Regular_Season,54.64
1049,Steve Nash,2001,Regular_Season,60.23
1050,Sam Cassell,2001,Regular_Season,54.46
1051,Elton Brand,2001,Regular_Season,58.56
1052,Pau Gasol,2001,Regular_Season,56.56
1053,Michael Finley,2001,Regular_Season,53.2
1054,Jermaine O'Neal,2001,Regular_Season,52.14
1055,Andre Miller,2001,Regular_Season,53.76
1056,Chris Webber,2001,Regular_Season,54.02
1057,Nick Van Exel,2001,Regular_Season,49.46
1058,Reggie Miller,2001,Regular_Season,61.74
1059,Bonzi Wells,2001,Regular_Season,53.79
1060,Jason Kidd,2001,Regular_Season,48.45
1061,Keith Van Horn,2001,Regular_Season,51.03
1062,Rashard Lewis,2001,Regular_Season,56.37
1063,Juwan Howard,2001,Regular_Season,51.26
1064,Jeff McInnis,2001,Regular_Season,48.63
1065,Alonzo Mourning,2001,Regular_Season,55.8
1066,Wesley Person,2001,Regular_Season,58.88
1067,Lamond Murray,2001,Regular_Season,53.37
1068,Cliff Robinson,2001,Regular_Season,50.27
1069,Brent Barry,2001,Regular_Season,65.18
1070,Jason Richardson,2001,Regular_Season,48.63
1071,Kurt Thomas,2001,Regular_Season,54.19
1072,Shane Battier,2001,Regular_Season,51.82
1073,Antonio Davis,2001,Regular_Season,49.66
1074,John Stockton,2001,Regular_Season,60.14
1075,Kerry Kittles,2001,Regular_Season,54.25
1076,Mike Bibby,2001,Regular_Season,51.31
1077,Kenyon Martin,2001,Regular_Season,50.3
1078,Quentin Richardson,2001,Regular_Season,53.36
1079,Elden Campbell,2001,Regular_Season,55.77
1080,Corliss Williamson,2001,Regular_Season,56.72
1081,Raef LaFrentz,2001,Regular_Season,53.27
1082,Brad Miller,2001,Regular_Season,57.24
1083,Chauncey Billups,2001,Regular_Season,55.4
1084,Damon Stoudamire,2001,Regular_Season,50.59
1085,Darrell Armstrong,2001,Regular_Season,55.33
1086,Kenny Thomas,2001,Regular_Season,51.95
1087,Doug Christie,2001,Regular_Season,57.76
1088,Alvin Williams,2001,Regular_Season,47.02
1089,Penny Hardaway,2001,Regular_Season,47.16
1090,Ricky Davis,2001,Regular_Season,53.87
1091,Matt Harpring,2001,Regular_Season,51.19
1092,Chucky Atkins,2001,Regular_Season,56.78
1093,David Robinson,2001,Regular_Season,56.22
1094,David Wesley,2001,Regular_Season,47.9
1095,Troy Hudson,2001,Regular_Season,52.58
1096,Marcus Fizer,2001,Regular_Season,48.17
1097,Desmond Mason,2001,Regular_Season,53.3
1098,Dikembe Mutombo,2001,Regular_Season,57.42
1099,Rodney Rogers,2001,Regular_Season,55.81
1100,Keon Clark,2001,Regular_Season,52.21
1101,Bobby Jackson,2001,Regular_Season,53.66
1102,Larry Hughes,2001,Regular_Season,48.43
1103,Steve Smith,2001,Regular_Season,58.75
1104,Vlade Divac,2001,Regular_Season,51.29
1105,Michael Olowokandi,2001,Regular_Season,45.68
1106,Pat Garrity,2001,Regular_Season,55.37
1107,Andrei Kirilenko,2001,Regular_Season,55.26
1108,Tim Thomas,2001,Regular_Season,52.24
1109,Danny Fortson,2001,Regular_Season,50.38
1110,Lee Nailon,2001,Regular_Season,51.27
1111,Ruben Patterson,2001,Regular_Season,56.72
1112,Chris Whitney,2001,Regular_Season,56.82
1113,Voshon Lenard,2001,Regular_Season,49.46
1114,Hedo Turkoglu,2001,Regular_Season,51.38
1115,Nazr Mohammed,2001,Regular_Season,49.03
1116,Rod Strickland,2001,Regular_Season,49.47
1117,Anthony Mason,2001,Regular_Season,54.41
1118,Derek Fisher,2001,Regular_Season,54.98
1119,James Posey,2001,Regular_Season,47.38
1120,Darius Miles,2001,Regular_Season,51.64
1121,Bob Sura,2001,Regular_Season,52.97
1122,Malik Rose,2001,Regular_Season,51.74
1123,Joe Smith,2001,Regular_Season,57.1
1124,Derek Anderson,2001,Regular_Season,53.72
1125,Antonio Daniels,2001,Regular_Season,53.45
1126,Jamaal Tinsley,2001,Regular_Season,44.6
1127,Richard Jefferson,2001,Regular_Season,52.43
1128,Dale Davis,2001,Regular_Season,55.1
1129,Jon Barry,2001,Regular_Season,64.32
1130,Anthony Peeler,2001,Regular_Season,51.94
1131,Kenny Anderson,2001,Regular_Season,47.22
1132,Tony Parker,2001,Regular_Season,49.69
1133,Jamaal Magloire,2001,Regular_Season,62.35
1134,Rasho Nesterovic,2001,Regular_Season,49.91
1135,Mark Jackson,2001,Regular_Season,53.56
1136,Trenton Hassell,2001,Regular_Season,50.28
1137,Lucious Harris,2001,Regular_Season,55.65
1138,Brian Grant,2001,Regular_Season,50.8
1139,Jumaine Jones,2001,Regular_Season,50.08
1140,P.J. Brown,2001,Regular_Season,54.51
1141,Moochie Norris,2001,Regular_Season,47.14
1142,Rick Fox,2001,Regular_Season,50.2
1143,Eddie Griffin,2001,Regular_Season,45.61
1144,Bryon Russell,2001,Regular_Season,49.26
1145,Eric Piatkowski,2001,Regular_Season,60.34
1146,Ben Wallace,2001,Regular_Season,52.23
1147,Horace Grant,2001,Regular_Season,53.92
1148,Erick Strickland,2001,Regular_Season,54.38
1149,Todd MacCulloch,2001,Regular_Season,56.22
1150,DerMarr Johnson,2001,Regular_Season,51.35
1151,Tony Delk,2001,Regular_Season,47.33
1152,Othella Harrington,2001,Regular_Season,56.69
1153,Aaron Williams,2001,Regular_Season,56.83
1154,Travis Best,2001,Regular_Season,51.05
1155,Joe Johnson,2001,Regular_Season,47.83
1156,Devean George,2001,Regular_Season,50.22
1157,Jonathan Bender,2001,Regular_Season,53.83
1158,Chris Mihm,2001,Regular_Season,47.04
1159,Tyronn Lue,2001,Regular_Season,50.66
1160,Popeye Jones,2001,Regular_Season,49.01
1161,Erick Dampier,2001,Regular_Season,48.36
1162,Robert Horry,2001,Regular_Season,52.81
1163,Jacque Vaughn,2001,Regular_Season,54.72
1164,Jerome Williams,2001,Regular_Season,54.21
1165,Austin Croshere,2001,Regular_Season,51.79
1166,Zeljko Rebraca,2001,Regular_Season,56.87
1167,Tony Battie,2001,Regular_Season,57.02
1168,Scot Pollard,2001,Regular_Season,59.04
1169,Scott Padgett,2001,Regular_Season,56.83
1170,Kelvin Cato,2001,Regular_Season,59.92
1171,Monty Williams,2001,Regular_Season,57.49
1172,Eddy Curry,2001,Regular_Season,53.98
1173,Speedy Claxton,2001,Regular_Season,46.89
1174,Troy Murphy,2001,Regular_Season,48.82
1175,Lindsey Hunter,2001,Regular_Season,46.59
1176,Eric Williams,2001,Regular_Season,49.03
1177,Jeff Foster,2001,Regular_Season,49.25
1178,Kevin Ollie,2001,Regular_Season,51.01
1179,Samaki Walker,2001,Regular_Season,54.53
1180,Shawn Kemp,2001,Regular_Season,48.86
1181,Jarron Collins,2001,Regular_Season,53.24
1182,Tyrone Nesby,2001,Regular_Season,47.95
1183,Tyson Chandler,2001,Regular_Season,54.27
1184,Shandon Anderson,2001,Regular_Season,48.92
1185,Tony Massenburg,2001,Regular_Season,50.31
1186,Eduardo Najera,2001,Regular_Season,54.78
1187,Terry Porter,2001,Regular_Season,55.8
1188,Hanno Mottola,2001,Regular_Season,47.43
1189,Jahidi White,2001,Regular_Season,55.23
1190,Adonal Foyle,2001,Regular_Season,44.49
1191,Bo Outlaw,2001,Regular_Season,54.67
1192,Ryan Bowen,2001,Regular_Season,52.38
1193,Vitaly Potapenko,2001,Regular_Season,51.3
1194,Stacey Augmon,2001,Regular_Season,47.93
1195,Jason Collins,2001,Regular_Season,49.98
1196,Fred Hoiberg,2001,Regular_Season,51.9
1197,Damon Jones,2001,Regular_Season,54.85
1198,Slava Medvedenko,2001,Regular_Season,50.11
1199,Michael Curry,2001,Regular_Season,52.12
1200,Darvin Ham,2001,Regular_Season,57.14
1201,Chris Childs,2001,Regular_Season,43.55
1202,Corie Blount,2001,Regular_Season,47.82
1203,Raja Bell,2001,Regular_Season,48.64
1204,Greg Ostertag,2001,Regular_Season,47.44
1205,Sam Mitchell,2001,Regular_Season,49.08
1206,Don Reid,2001,Regular_Season,50.93
1207,Walter McCarty,2001,Regular_Season,56.28
1208,Ervin Johnson,2001,Regular_Season,46.84
1209,Joel Przybilla,2001,Regular_Season,52.31
1210,Brian Shaw,2001,Regular_Season,45.81
1211,Felipe Lopez,2001,Regular_Season,46.89
1212,Shaquille O'Neal,2001,Playoffs,56.89
1213,Kobe Bryant,2001,Playoffs,51.13
1214,Paul Pierce,2001,Playoffs,52.95
1215,Jason Kidd,2001,Playoffs,49.17
1216,Chris Webber,2001,Playoffs,52.27
1217,Antoine Walker,2001,Playoffs,50.99
1218,Kenyon Martin,2001,Playoffs,47.67
1219,Mike Bibby,2001,Playoffs,54.95
1220,Keith Van Horn,2001,Playoffs,50.66
1221,Tim Duncan,2001,Playoffs,55.0
1222,Kerry Kittles,2001,Playoffs,51.1
1223,Dirk Nowitzki,2001,Playoffs,57.74
1224,Vlade Divac,2001,Playoffs,55.64
1225,Baron Davis,2001,Playoffs,46.67
1226,Michael Finley,2001,Playoffs,57.94
1227,Derek Fisher,2001,Playoffs,50.09
1228,Kenny Anderson,2001,Playoffs,45.2
1229,Rick Fox,2001,Playoffs,57.92
1230,Doug Christie,2001,Playoffs,55.11
1231,Lucious Harris,2001,Playoffs,57.59
1232,Robert Horry,2001,Playoffs,57.62
1233,Jerry Stackhouse,2001,Playoffs,45.66
1234,Bobby Jackson,2001,Playoffs,53.06
1235,Steve Nash,2001,Playoffs,58.47
1236,Tony Parker,2001,Playoffs,52.25
1237,Allen Iverson,2001,Playoffs,51.47
1238,Peja Stojakovic,2001,Playoffs,48.95
1239,Rodney Rogers,2001,Playoffs,57.54
1240,David Wesley,2001,Playoffs,51.04
1241,Richard Jefferson,2001,Playoffs,49.5
1242,Hedo Turkoglu,2001,Playoffs,45.8
1243,Corliss Williamson,2001,Playoffs,51.66
1244,Cliff Robinson,2001,Playoffs,48.1
1245,Aaron Williams,2001,Playoffs,55.92
1246,Malik Rose,2001,Playoffs,54.66
1247,Eric Williams,2001,Playoffs,60.03
1248,Todd MacCulloch,2001,Playoffs,51.4
1249,Tracy McGrady,2001,Playoffs,55.29
1250,Elden Campbell,2001,Playoffs,48.82
1251,Reggie Miller,2001,Playoffs,63.06
1252,Chucky Atkins,2001,Playoffs,45.03
1253,Gary Payton,2001,Playoffs,46.73
1254,Steve Smith,2001,Playoffs,51.4
1255,Jamaal Magloire,2001,Playoffs,68.78
1256,Tony Battie,2001,Playoffs,50.92
1257,Antonio Daniels,2001,Playoffs,54.8
1258,Devean George,2001,Playoffs,42.95
1259,P.J. Brown,2001,Playoffs,50.39
1260,Raef LaFrentz,2001,Playoffs,54.32
1261,Nick Van Exel,2001,Playoffs,41.87
1262,Jermaine O'Neal,2001,Playoffs,49.68
1263,Antonio Davis,2001,Playoffs,48.67
1264,Jon Barry,2001,Playoffs,62.0
1265,Karl Malone,2001,Playoffs,46.88
1266,Rasheed Wallace,2001,Playoffs,49.97
1267,Ben Wallace,2001,Playoffs,47.93
1268,Kevin Garnett,2001,Playoffs,51.37
1269,George Lynch,2001,Playoffs,53.31
1270,Lee Nailon,2001,Playoffs,51.22
1271,Bruce Bowen,2001,Playoffs,50.63
1272,Keon Clark,2001,Playoffs,60.86
1273,Tony Delk,2001,Playoffs,46.96
1274,Vin Baker,2001,Playoffs,53.26
1275,Chauncey Billups,2001,Playoffs,55.18
1276,Derrick Coleman,2001,Playoffs,62.99
1277,Samaki Walker,2001,Playoffs,52.12
1278,Darrell Armstrong,2001,Playoffs,59.52
1279,Alvin Williams,2001,Playoffs,37.58
1280,Wally Szczerbiak,2001,Playoffs,57.78
1281,Metta World Peace,2001,Playoffs,49.4
1282,Chris Childs,2001,Playoffs,50.51
1283,Desmond Mason,2001,Playoffs,45.75
1284,Donyell Marshall,2001,Playoffs,49.96
1285,Michael Curry,2001,Playoffs,65.01
1286,Brad Miller,2001,Playoffs,53.03
1287,Brian Shaw,2001,Playoffs,42.46
1288,Eric Snow,2001,Playoffs,41.11
1289,Aaron McKie,2001,Playoffs,52.58
1290,Matt Harpring,2001,Playoffs,53.17
1291,Troy Hudson,2001,Playoffs,46.33
1292,John Stockton,2001,Playoffs,54.68
1293,Scot Pollard,2001,Playoffs,55.21
1294,Anthony Johnson,2001,Playoffs,43.22
1295,Scottie Pippen,2001,Playoffs,57.62
1296,Jason Collins,2001,Playoffs,49.28
1297,Stacey Augmon,2001,Playoffs,47.77
1298,Morris Peterson,2001,Playoffs,43.07
1299,Dikembe Mutombo,2001,Playoffs,51.84
1300,Walter McCarty,2001,Playoffs,52.43
1301,Derek Anderson,2001,Playoffs,58.02
1302,Damon Jones,2001,Playoffs,49.13
1303,Brent Barry,2001,Playoffs,54.53
1304,Ron Mercer,2001,Playoffs,51.64
1305,Vladimir Radmanovic,2001,Playoffs,57.02
1306,Rashard Lewis,2001,Playoffs,50.37
1307,Eduardo Najera,2001,Playoffs,69.76
1308,Bonzi Wells,2001,Playoffs,42.31
1309,Jerome Williams,2001,Playoffs,47.02
1310,Lindsey Hunter,2001,Playoffs,40.0
1311,Andrei Kirilenko,2001,Playoffs,49.94
1312,Erick Strickland,2001,Playoffs,40.74
1313,Pat Garrity,2001,Playoffs,50.36
1314,Monty Williams,2001,Playoffs,54.14
1315,Rasho Nesterovic,2001,Playoffs,48.63
1316,Terry Porter,2001,Playoffs,44.89
1317,Kevin Ollie,2001,Playoffs,50.63
1318,Hakeem Olajuwon,2001,Playoffs,56.82
1319,Danny Ferry,2001,Playoffs,40.28
1320,Bryon Russell,2001,Playoffs,37.08
1321,Greg Ostertag,2001,Playoffs,53.15
1322,Greg Buckner,2001,Playoffs,50.45
1323,Anthony Peeler,2001,Playoffs,59.63
1324,Patrick Ewing,2001,Playoffs,40.02
1325,Mark Bryant,2001,Playoffs,46.38
1326,Zeljko Rebraca,2001,Playoffs,61.19
1327,Jeff Foster,2001,Playoffs,58.96
1328,Randy Livingston,2001,Playoffs,52.08
1329,Mike Miller,2001,Playoffs,41.74
1330,Horace Grant,2001,Playoffs,37.69
1331,David Robinson,2001,Playoffs,43.35
1332,Jamaal Tinsley,2001,Playoffs,44.29
1333,Robert Traylor,2001,Playoffs,39.75
1334,Jerome James,2001,Playoffs,37.69
1335,Ruben Patterson,2001,Playoffs,43.2
1336,Damon Stoudamire,2001,Playoffs,32.16
1337,Dale Davis,2001,Playoffs,29.46
1338,Ansu Sesay,2001,Playoffs,41.47
1339,Corie Blount,2001,Playoffs,35.86
1679,Kobe Bryant,2002,Regular_Season,54.99
1680,Tracy McGrady,2002,Regular_Season,56.44
1681,Allen Iverson,2002,Regular_Season,49.96
1682,Paul Pierce,2002,Regular_Season,53.24
1683,Dirk Nowitzki,2002,Regular_Season,58.12
1684,Tim Duncan,2002,Regular_Season,56.37
1685,Kevin Garnett,2002,Regular_Season,55.32
1686,Allan Houston,2002,Regular_Season,56.29
1687,Shaquille O'Neal,2002,Regular_Season,60.16
1688,Antawn Jamison,2002,Regular_Season,54.23
1689,Jalen Rose,2002,Regular_Season,50.77
1690,Stephon Marbury,2002,Regular_Season,52.03
1691,Jamal Mashburn,2002,Regular_Season,50.68
1692,Shawn Marion,2002,Regular_Season,53.77
1693,Ray Allen,2002,Regular_Season,56.54
1694,Steve Francis,2002,Regular_Season,54.1
1695,Karl Malone,2002,Regular_Season,53.35
1696,Michael Jordan,2002,Regular_Season,49.11
1697,Gary Payton,2002,Regular_Season,50.4
1698,Ricky Davis,2002,Regular_Season,48.55
1699,Richard Hamilton,2002,Regular_Season,53.08
1700,Shareef Abdur-Rahim,2002,Regular_Season,56.58
1701,Jermaine O'Neal,2002,Regular_Season,53.89
1702,Antoine Walker,2002,Regular_Season,46.73
1703,Pau Gasol,2002,Regular_Season,56.98
1704,Chris Webber,2002,Regular_Season,48.53
1705,Sam Cassell,2002,Regular_Season,56.53
1706,Jerry Stackhouse,2002,Regular_Season,52.77
1707,Gilbert Arenas,2002,Regular_Season,54.01
1708,Jason Kidd,2002,Regular_Season,52.59
1709,Steve Nash,2002,Regular_Season,57.59
1710,Glenn Robinson,2002,Regular_Season,51.93
1711,Juwan Howard,2002,Regular_Season,50.09
1712,Rashard Lewis,2002,Regular_Season,53.66
1713,Jason Terry,2002,Regular_Season,54.94
1714,Zydrunas Ilgauskas,2002,Regular_Season,51.59
1715,Peja Stojakovic,2002,Regular_Season,59.99
1716,Matt Harpring,2002,Regular_Season,58.77
1717,Rasheed Wallace,2002,Regular_Season,55.2
1718,Michael Finley,2002,Regular_Season,51.42
1719,Kenyon Martin,2002,Regular_Season,51.14
1720,Jason Richardson,2002,Regular_Season,50.07
1721,Cuttino Mobley,2002,Regular_Season,53.73
1722,Tony Parker,2002,Regular_Season,54.2
1723,Richard Jefferson,2002,Regular_Season,56.31
1724,Michael Redd,2002,Regular_Season,58.96
1725,David Wesley,2002,Regular_Season,53.32
1726,Latrell Sprewell,2002,Regular_Season,49.68
1727,Caron Butler,2002,Regular_Season,50.17
1728,Chauncey Billups,2002,Regular_Season,58.24
1729,Keith Van Horn,2002,Regular_Season,55.6
1730,Morris Peterson,2002,Regular_Season,48.79
1731,Desmond Mason,2002,Regular_Season,50.24
1732,Bonzi Wells,2002,Regular_Season,50.46
1733,Kurt Thomas,2002,Regular_Season,51.13
1734,Troy Hudson,2002,Regular_Season,53.09
1735,Amar'e Stoudemire,2002,Regular_Season,53.02
1736,Yao Ming,2002,Regular_Season,57.01
1737,Andre Miller,2002,Regular_Season,49.45
1738,Metta World Peace,2002,Regular_Season,52.91
1739,Tim Thomas,2002,Regular_Season,52.68
1740,Derek Anderson,2002,Regular_Season,55.61
1741,Eric Snow,2002,Regular_Season,54.57
1742,Donyell Marshall,2002,Regular_Season,51.32
1743,Alvin Williams,2002,Regular_Season,50.83
1744,Al Harrington,2002,Regular_Season,49.28
1745,Cliff Robinson,2002,Regular_Season,47.71
1746,Corliss Williamson,2002,Regular_Season,51.51
1747,Andrei Kirilenko,2002,Regular_Season,59.83
1748,Brad Miller,2002,Regular_Season,57.94
1749,Stephen Jackson,2002,Regular_Season,52.64
1750,Gordan Giricek,2002,Regular_Season,52.91
1751,Troy Murphy,2002,Regular_Season,52.65
1752,Jason Williams,2002,Regular_Season,50.13
1753,Nick Van Exel,2002,Regular_Season,50.99
1754,Bobby Jackson,2002,Regular_Season,56.11
1755,James Posey,2002,Regular_Season,51.9
1756,John Stockton,2002,Regular_Season,57.68
1757,Reggie Miller,2002,Regular_Season,59.74
1758,Drew Gooden,2002,Regular_Season,50.27
1759,Pat Garrity,2002,Regular_Season,55.08
1760,Derek Fisher,2002,Regular_Season,51.99
1761,Rasho Nesterovic,2002,Regular_Season,53.56
1762,Jamal Crawford,2002,Regular_Season,49.61
1763,Eddy Curry,2002,Regular_Season,60.71
1764,Kerry Kittles,2002,Regular_Season,55.04
1765,Brian Grant,2002,Regular_Season,55.21
1766,Jamaal Magloire,2002,Regular_Season,54.14
1767,Maybyner Nene,2002,Regular_Season,54.55
1768,P.J. Brown,2002,Regular_Season,59.17
1769,Malik Rose,2002,Regular_Season,53.75
1770,Carlos Boozer,2002,Regular_Season,57.65
1771,Joe Johnson,2002,Regular_Season,47.2
1772,Lorenzen Wright,2002,Regular_Season,48.95
1773,Vlade Divac,2002,Regular_Season,51.86
1774,Lucious Harris,2002,Regular_Season,49.43
1775,Jumaine Jones,2002,Regular_Season,52.51
1776,Brent Barry,2002,Regular_Season,59.74
1777,Peja Drobnjak,2002,Regular_Season,45.91
1778,Darrell Armstrong,2002,Regular_Season,52.98
