,Player,Season,Stage,Turnovers/Fouls,per_game
465,Mark Jackson,2000,Regular_Season,Turnovers,2.11
466,Pat Garrity,2000,Regular_Season,Turnovers,0.89
467,Bruce Bowen,2000,Regular_Season,Turnovers,0.9
468,Bryant Reeves,2000,Regular_Season,Turnovers,1.2
469,Quentin Richardson,2000,Regular_Season,Turnovers,0.84
470,Vitaly Potapenko,2000,Regular_Season,Turnovers,1.28
471,Danny Manning,2000,Regular_Season,Turnovers,1.17
472,Walt Williams,2000,Regular_Season,Turnovers,1.01
473,Al Harrington,2000,Regular_Season,Turnovers,1.9
474,Bo Outlaw,2000,Regular_Season,Turnovers,1.76
475,Dale Davis,2000,Regular_Season,Turnovers,0.83
476,Shawn Bradley,2000,Regular_Season,Turnovers,1.07
477,Terry Porter,2000,Regular_Season,Turnovers,1.3
478,Bobby Jackson,2000,Regular_Season,Turnovers,1.3
479,Felipe Lopez,2000,Regular_Season,Turnovers,1.19
480,Moochie Norris,2000,Regular_Season,Turnovers,1.3
481,Eric Williams,2000,Regular_Season,Turnovers,0.94
482,Kenny Thomas,2000,Regular_Season,Turnovers,1.57
483,Ben Wallace,2000,Regular_Season,Turnovers,1.46
484,Jason Caffey,2000,Regular_Season,Turnovers,1.1
485,Scot Pollard,2000,Regular_Season,Turnovers,0.86
486,Jacque Vaughn,2000,Regular_Season,Turnovers,1.57
487,Eddie Robinson,2000,Regular_Season,Turnovers,0.64
488,Eric Snow,2000,Regular_Season,Turnovers,2.48
489,Michael Doleac,2000,Regular_Season,Turnovers,0.77
490,Robert Pack,2000,Regular_Season,Turnovers,1.82
491,Desmond Mason,2000,Regular_Season,Turnovers,0.68
492,Damon Jones,2000,Regular_Season,Turnovers,1.07
493,Anthony Carter,2000,Regular_Season,Turnovers,1.65
494,Keyon Dooling,2000,Regular_Season,Turnovers,1.24
495,Danny Ferry,2000,Regular_Season,Turnovers,0.62
496,Sean Rooks,2000,Regular_Season,Turnovers,0.89
497,Malik Rose,2000,Regular_Season,Turnovers,1.3
498,Olden Polynice,2000,Regular_Season,Turnovers,0.96
499,Dell Curry,2000,Regular_Season,Turnovers,0.55
500,Mateen Cleaves,2000,Regular_Season,Turnovers,1.78
501,Brian Shaw,2000,Regular_Season,Turnovers,1.21
502,Monty Williams,2000,Regular_Season,Turnovers,1.04
503,Robert Horry,2000,Regular_Season,Turnovers,1.0
504,Scott Williams,2000,Regular_Season,Turnovers,0.62
505,Robert Traylor,2000,Regular_Season,Turnovers,1.4
506,DerMarr Johnson,2000,Regular_Season,Turnovers,1.19
507,Stromile Swift,2000,Regular_Season,Turnovers,0.8
508,Hedo Turkoglu,2000,Regular_Season,Turnovers,0.74
509,Jerome Williams,2000,Regular_Season,Turnovers,1.07
510,A.C. Green,2000,Regular_Season,Turnovers,0.55
511,Greg Ostertag,2000,Regular_Season,Turnovers,0.78
512,Chris Childs,2000,Regular_Season,Turnovers,2.03
513,Mikki Moore,2000,Regular_Season,Turnovers,0.91
514,Troy Hudson,2000,Regular_Season,Turnovers,1.23
515,Jamaal Magloire,2000,Regular_Season,Turnovers,0.82
516,Rasho Nesterovic,2000,Regular_Season,Turnovers,0.75
517,Samaki Walker,2000,Regular_Season,Turnovers,1.11
518,Hanno Mottola,2000,Regular_Season,Turnovers,0.92
519,Jelani McCoy,2000,Regular_Season,Turnovers,1.07
520,Jumaine Jones,2000,Regular_Season,Turnovers,0.6
521,Michael Smith,2000,Regular_Season,Turnovers,0.78
522,Mario Elie,2000,Regular_Season,Turnovers,0.88
523,Sam Mitchell,2000,Regular_Season,Turnovers,0.44
524,Ervin Johnson,2000,Regular_Season,Turnovers,0.57
525,Andrew DeClercq,2000,Regular_Season,Turnovers,0.76
526,Todd MacCulloch,2000,Regular_Season,Turnovers,0.43
527,Evan Eschmeyer,2000,Regular_Season,Turnovers,0.72
528,Jeff Foster,2000,Regular_Season,Turnovers,0.73
529,Kevin Ollie,2000,Regular_Season,Turnovers,0.7
530,Dean Garrett,2000,Regular_Season,Turnovers,0.36
531,Derrick McKey,2000,Regular_Season,Turnovers,0.71
532,Mark Madsen,2000,Regular_Season,Turnovers,0.39
533,Allen Iverson,2000,Playoffs,Turnovers,2.86
534,Shaquille O'Neal,2000,Playoffs,Turnovers,3.56
535,Kobe Bryant,2000,Playoffs,Turnovers,3.19
536,Ray Allen,2000,Playoffs,Turnovers,2.39
537,Glenn Robinson,2000,Playoffs,Turnovers,2.56
538,Aaron McKie,2000,Playoffs,Turnovers,2.0
539,Vince Carter,2000,Playoffs,Turnovers,2.25
540,Dikembe Mutombo,2000,Playoffs,Turnovers,1.57
541,Tim Duncan,2000,Playoffs,Turnovers,3.85
542,Sam Cassell,2000,Playoffs,Turnovers,2.89
543,Jamal Mashburn,2000,Playoffs,Turnovers,3.0
544,Dirk Nowitzki,2000,Playoffs,Turnovers,1.4
545,David Robinson,2000,Playoffs,Turnovers,2.15
546,Derek Fisher,2000,Playoffs,Turnovers,0.75
547,Eric Snow,2000,Playoffs,Turnovers,1.96
548,Tim Thomas,2000,Playoffs,Turnovers,1.17
549,Antonio Davis,2000,Playoffs,Turnovers,1.75
550,Michael Finley,2000,Playoffs,Turnovers,2.4
551,Chris Webber,2000,Playoffs,Turnovers,3.88
552,Baron Davis,2000,Playoffs,Turnovers,2.2
553,Antonio Daniels,2000,Playoffs,Turnovers,1.0
554,Peja Stojakovic,2000,Playoffs,Turnovers,2.25
555,David Wesley,2000,Playoffs,Turnovers,1.4
556,Tyrone Hill,2000,Playoffs,Turnovers,1.13
557,Alvin Williams,2000,Playoffs,Turnovers,1.33
558,Rick Fox,2000,Playoffs,Turnovers,2.25
559,Karl Malone,2000,Playoffs,Turnovers,3.8
560,Steve Nash,2000,Playoffs,Turnovers,2.5
561,Tracy McGrady,2000,Playoffs,Turnovers,2.0
562,Scott Williams,2000,Playoffs,Turnovers,0.71
563,Juwan Howard,2000,Playoffs,Turnovers,1.4
564,Jumaine Jones,2000,Playoffs,Turnovers,0.61
565,Reggie Miller,2000,Playoffs,Turnovers,2.75
566,Elden Campbell,2000,Playoffs,Turnovers,1.7
567,Charles Oakley,2000,Playoffs,Turnovers,1.83
568,Chris Childs,2000,Playoffs,Turnovers,2.92
569,Terry Porter,2000,Playoffs,Turnovers,1.69
570,Allan Houston,2000,Playoffs,Turnovers,2.0
571,Ervin Johnson,2000,Playoffs,Turnovers,0.67
572,Horace Grant,2000,Playoffs,Turnovers,0.94
573,Robert Horry,2000,Playoffs,Turnovers,1.12
574,Latrell Sprewell,2000,Playoffs,Turnovers,4.0
575,Vlade Divac,2000,Playoffs,Turnovers,2.25
576,Kevin Garnett,2000,Playoffs,Turnovers,1.5
577,P.J. Brown,2000,Playoffs,Turnovers,1.2
578,Doug Christie,2000,Playoffs,Turnovers,2.38
579,Dell Curry,2000,Playoffs,Turnovers,0.92
580,Avery Johnson,2000,Playoffs,Turnovers,0.77
581,Danny Ferry,2000,Playoffs,Turnovers,0.46
582,Kurt Thomas,2000,Playoffs,Turnovers,1.8
583,Jalen Rose,2000,Playoffs,Turnovers,2.25
584,Bryon Russell,2000,Playoffs,Turnovers,0.4
585,Brian Shaw,2000,Playoffs,Turnovers,1.0
586,Jason Williams,2000,Playoffs,Turnovers,2.62
587,Eddie Robinson,2000,Playoffs,Turnovers,0.5
588,Jason Caffey,2000,Playoffs,Turnovers,0.83
589,Shawn Bradley,2000,Playoffs,Turnovers,1.0
590,Lindsey Hunter,2000,Playoffs,Turnovers,0.72
591,Malik Rose,2000,Playoffs,Turnovers,0.77
592,Terrell Brandon,2000,Playoffs,Turnovers,2.0
593,Glen Rice,2000,Playoffs,Turnovers,1.4
594,Hedo Turkoglu,2000,Playoffs,Turnovers,0.75
595,Cliff Robinson,2000,Playoffs,Turnovers,2.25
596,Shawn Marion,2000,Playoffs,Turnovers,1.5
597,Jason Kidd,2000,Playoffs,Turnovers,3.0
598,George Lynch,2000,Playoffs,Turnovers,1.3
599,Sean Elliott,2000,Playoffs,Turnovers,1.08
600,Eddie Jones,2000,Playoffs,Turnovers,2.33
601,Bobby Jackson,2000,Playoffs,Turnovers,0.88
602,Todd MacCulloch,2000,Playoffs,Turnovers,0.22
603,Wally Szczerbiak,2000,Playoffs,Turnovers,3.0
604,Derek Anderson,2000,Playoffs,Turnovers,2.14
605,Darrell Armstrong,2000,Playoffs,Turnovers,2.75
606,Damon Stoudamire,2000,Playoffs,Turnovers,3.0
607,Donyell Marshall,2000,Playoffs,Turnovers,1.8
608,Howard Eisley,2000,Playoffs,Turnovers,1.44
609,Steve Smith,2000,Playoffs,Turnovers,3.33
610,Rasheed Wallace,2000,Playoffs,Turnovers,1.33
611,John Stockton,2000,Playoffs,Turnovers,1.4
612,Danny Manning,2000,Playoffs,Turnovers,1.4
613,Scot Pollard,2000,Playoffs,Turnovers,0.75
614,Mike Miller,2000,Playoffs,Turnovers,0.75
615,Pat Garrity,2000,Playoffs,Turnovers,0.5
616,Tony Delk,2000,Playoffs,Turnovers,1.25
617,Mark Jackson,2000,Playoffs,Turnovers,2.0
618,Morris Peterson,2000,Playoffs,Turnovers,0.75
619,Austin Croshere,2000,Playoffs,Turnovers,2.25
620,Scottie Pippen,2000,Playoffs,Turnovers,4.0
621,Travis Best,2000,Playoffs,Turnovers,1.5
622,Jermaine O'Neal,2000,Playoffs,Turnovers,1.75
623,Jamaal Magloire,2000,Playoffs,Turnovers,0.4
624,Olden Polynice,2000,Playoffs,Turnovers,1.2
625,Calvin Booth,2000,Playoffs,Turnovers,0.4
626,Matt Geiger,2000,Playoffs,Turnovers,0.42
627,Eddie House,2000,Playoffs,Turnovers,1.67
628,Mario Elie,2000,Playoffs,Turnovers,0.5
629,Jerome Williams,2000,Playoffs,Turnovers,0.55
630,Keon Clark,2000,Playoffs,Turnovers,0.36
631,Alonzo Mourning,2000,Playoffs,Turnovers,1.67
632,Rodney Rogers,2000,Playoffs,Turnovers,1.25
633,Bo Outlaw,2000,Playoffs,Turnovers,2.25
634,Arvydas Sabonis,2000,Playoffs,Turnovers,0.67
635,Raja Bell,2000,Playoffs,Turnovers,0.33
636,Anthony Peeler,2000,Playoffs,Turnovers,1.5
637,Kevin Ollie,2000,Playoffs,Turnovers,0.35
638,Greg Buckner,2000,Playoffs,Turnovers,0.4
639,Steve Kerr,2000,Playoffs,Turnovers,0.22
640,Brian Grant,2000,Playoffs,Turnovers,2.0
641,Tyronn Lue,2000,Playoffs,Turnovers,0.53
642,Darvin Ham,2000,Playoffs,Turnovers,0.43
643,Derrick Coleman,2000,Playoffs,Turnovers,1.0
644,Marcus Camby,2000,Playoffs,Turnovers,0.5
645,Charlie Ward,2000,Playoffs,Turnovers,1.6
646,LaPhonso Ellis,2000,Playoffs,Turnovers,1.25
647,Tom Gugliotta,2000,Playoffs,Turnovers,1.25
648,David Benoit,2000,Playoffs,Turnovers,0.5
649,Rodney Buford,2000,Playoffs,Turnovers,0.27
650,Othella Harrington,2000,Playoffs,Turnovers,0.6
651,Anthony Carter,2000,Playoffs,Turnovers,3.33
652,Dan Majerle,2000,Playoffs,Turnovers,0.67
653,Anthony Mason,2000,Playoffs,Turnovers,2.33
654,Samaki Walker,2000,Playoffs,Turnovers,0.08
655,Jake Tsakalidis,2000,Playoffs,Turnovers,0.25
656,Greg Ostertag,2000,Playoffs,Turnovers,0.4
657,Paul Pierce,2001,Regular_Season,Turnovers,2.94
658,Tim Duncan,2001,Regular_Season,Turnovers,3.21
659,Kobe Bryant,2001,Regular_Season,Turnovers,2.79
660,Tracy McGrady,2001,Regular_Season,Turnovers,2.49
661,Allen Iverson,2001,Regular_Season,Turnovers,3.95
662,Shaquille O'Neal,2001,Regular_Season,Turnovers,2.55
663,Gary Payton,2001,Regular_Season,Turnovers,2.55
664,Antoine Walker,2001,Regular_Season,Turnovers,3.1
665,Karl Malone,2001,Regular_Season,Turnovers,3.29
666,Dirk Nowitzki,2001,Regular_Season,Turnovers,1.91
667,Kevin Garnett,2001,Regular_Season,Turnovers,2.83
668,Jalen Rose,2001,Regular_Season,Turnovers,2.42
669,Stephon Marbury,2001,Regular_Season,Turnovers,3.46
670,Shareef Abdur-Rahim,2001,Regular_Season,Turnovers,3.25
671,Jerry Stackhouse,2001,Regular_Season,Turnovers,3.5
672,Antawn Jamison,2001,Regular_Season,Turnovers,1.96
673,Cuttino Mobley,2001,Regular_Season,Turnovers,2.43
674,Latrell Sprewell,2001,Regular_Season,Turnovers,2.75
675,Allan Houston,2001,Regular_Season,Turnovers,2.21
676,Shawn Marion,2001,Regular_Season,Turnovers,1.78
677,Wally Szczerbiak,2001,Regular_Season,Turnovers,2.21
678,Rasheed Wallace,2001,Regular_Season,Turnovers,1.67
679,Peja Stojakovic,2001,Regular_Season,Turnovers,1.97
680,Jason Terry,2001,Regular_Season,Turnovers,2.32
681,Ray Allen,2001,Regular_Season,Turnovers,2.3
682,Baron Davis,2001,Regular_Season,Turnovers,3.0
683,Vince Carter,2001,Regular_Season,Turnovers,2.57
684,Eddie Jones,2001,Regular_Season,Turnovers,1.83
685,Steve Nash,2001,Regular_Season,Turnovers,2.79
686,Sam Cassell,2001,Regular_Season,Turnovers,2.39
687,Elton Brand,2001,Regular_Season,Turnovers,2.16
688,Pau Gasol,2001,Regular_Season,Turnovers,2.73
689,Michael Finley,2001,Regular_Season,Turnovers,1.7
690,Jermaine O'Neal,2001,Regular_Season,Turnovers,2.42
691,Andre Miller,2001,Regular_Season,Turnovers,3.02
692,Chris Webber,2001,Regular_Season,Turnovers,2.93
693,Nick Van Exel,2001,Regular_Season,Turnovers,2.17
694,Reggie Miller,2001,Regular_Season,Turnovers,1.52
695,Bonzi Wells,2001,Regular_Season,Turnovers,2.58
696,Jason Kidd,2001,Regular_Season,Turnovers,3.49
697,Keith Van Horn,2001,Regular_Season,Turnovers,1.8
698,Rashard Lewis,2001,Regular_Season,Turnovers,1.37
699,Juwan Howard,2001,Regular_Season,Turnovers,1.88
700,Jeff McInnis,2001,Regular_Season,Turnovers,1.81
701,Alonzo Mourning,2001,Regular_Season,Turnovers,2.43
702,Wesley Person,2001,Regular_Season,Turnovers,0.95
703,Lamond Murray,2001,Regular_Season,Turnovers,1.99
704,Cliff Robinson,2001,Regular_Season,Turnovers,1.89
705,Brent Barry,2001,Regular_Season,Turnovers,2.04
706,Jason Richardson,2001,Regular_Season,Turnovers,2.0
707,Kurt Thomas,2001,Regular_Season,Turnovers,1.87
708,Shane Battier,2001,Regular_Season,Turnovers,1.99
709,Antonio Davis,2001,Regular_Season,Turnovers,2.06
710,John Stockton,2001,Regular_Season,Turnovers,2.52
711,Kerry Kittles,2001,Regular_Season,Turnovers,1.33
712,Mike Bibby,2001,Regular_Season,Turnovers,1.68
713,Kenyon Martin,2001,Regular_Season,Turnovers,2.36
714,Quentin Richardson,2001,Regular_Season,Turnovers,1.26
715,Elden Campbell,2001,Regular_Season,Turnovers,1.79
716,Corliss Williamson,2001,Regular_Season,Turnovers,1.76
717,Raef LaFrentz,2001,Regular_Season,Turnovers,1.21
718,Brad Miller,2001,Regular_Season,Turnovers,1.51
719,Chauncey Billups,2001,Regular_Season,Turnovers,1.68
720,Damon Stoudamire,2001,Regular_Season,Turnovers,1.99
721,Darrell Armstrong,2001,Regular_Season,Turnovers,2.13
722,Kenny Thomas,2001,Regular_Season,Turnovers,1.99
723,Doug Christie,2001,Regular_Season,Turnovers,2.02
724,Alvin Williams,2001,Regular_Season,Turnovers,1.83
725,Penny Hardaway,2001,Regular_Season,Turnovers,2.36
726,Ricky Davis,2001,Regular_Season,Turnovers,1.8
727,Matt Harpring,2001,Regular_Season,Turnovers,1.57
728,Chucky Atkins,2001,Regular_Season,Turnovers,1.62
729,David Robinson,2001,Regular_Season,Turnovers,1.33
730,David Wesley,2001,Regular_Season,Turnovers,1.78
731,Troy Hudson,2001,Regular_Season,Turnovers,2.01
732,Marcus Fizer,2001,Regular_Season,Turnovers,1.72
733,Desmond Mason,2001,Regular_Season,Turnovers,1.39
734,Dikembe Mutombo,2001,Regular_Season,Turnovers,1.95
735,Rodney Rogers,2001,Regular_Season,Turnovers,1.4
736,Keon Clark,2001,Regular_Season,Turnovers,1.73
737,Bobby Jackson,2001,Regular_Season,Turnovers,1.15
738,Larry Hughes,2001,Regular_Season,Turnovers,2.34
739,Steve Smith,2001,Regular_Season,Turnovers,1.4
740,Vlade Divac,2001,Regular_Season,Turnovers,1.98
741,Michael Olowokandi,2001,Regular_Season,Turnovers,2.19
742,Pat Garrity,2001,Regular_Season,Turnovers,0.85
743,Andrei Kirilenko,2001,Regular_Season,Turnovers,1.32
744,Tim Thomas,2001,Regular_Season,Turnovers,1.72
745,Danny Fortson,2001,Regular_Season,Turnovers,2.08
746,Lee Nailon,2001,Regular_Season,Turnovers,1.22
747,Ruben Patterson,2001,Regular_Season,Turnovers,1.52
748,Chris Whitney,2001,Regular_Season,Turnovers,1.04
749,Voshon Lenard,2001,Regular_Season,Turnovers,1.28
750,Hedo Turkoglu,2001,Regular_Season,Turnovers,1.01
751,Nazr Mohammed,2001,Regular_Season,Turnovers,1.44
752,Rod Strickland,2001,Regular_Season,Turnovers,2.09
753,Anthony Mason,2001,Regular_Season,Turnovers,1.59
754,Derek Fisher,2001,Regular_Season,Turnovers,0.89
755,James Posey,2001,Regular_Season,Turnovers,1.74
756,Darius Miles,2001,Regular_Season,Turnovers,1.95
757,Bob Sura,2001,Regular_Season,Turnovers,1.71
758,Malik Rose,2001,Regular_Season,Turnovers,1.71
759,Joe Smith,2001,Regular_Season,Turnovers,1.19
760,Derek Anderson,2001,Regular_Season,Turnovers,1.24
761,Antonio Daniels,2001,Regular_Season,Turnovers,0.85
762,Jamaal Tinsley,2001,Regular_Season,Turnovers,3.38
763,Richard Jefferson,2001,Regular_Season,Turnovers,1.35
764,Dale Davis,2001,Regular_Season,Turnovers,0.79
765,Jon Barry,2001,Regular_Season,Turnovers,1.35
766,Anthony Peeler,2001,Regular_Season,Turnovers,0.93
767,Kenny Anderson,2001,Regular_Season,Turnovers,1.57
768,Tony Parker,2001,Regular_Season,Turnovers,1.96
769,Jamaal Magloire,2001,Regular_Season,Turnovers,1.44
770,Rasho Nesterovic,2001,Regular_Season,Turnovers,1.15
771,Mark Jackson,2001,Regular_Season,Turnovers,1.83
772,Trenton Hassell,2001,Regular_Season,Turnovers,1.29
773,Lucious Harris,2001,Regular_Season,Turnovers,0.82
774,Brian Grant,2001,Regular_Season,Turnovers,1.69
775,Jumaine Jones,2001,Regular_Season,Turnovers,0.98
776,P.J. Brown,2001,Regular_Season,Turnovers,1.06
777,Moochie Norris,2001,Regular_Season,Turnovers,1.9
778,Rick Fox,2001,Regular_Season,Turnovers,1.61
779,Eddie Griffin,2001,Regular_Season,Turnovers,0.64
780,Bryon Russell,2001,Regular_Season,Turnovers,1.67
781,Eric Piatkowski,2001,Regular_Season,Turnovers,0.9
782,Ben Wallace,2001,Regular_Season,Turnovers,0.88
783,Horace Grant,2001,Regular_Season,Turnovers,0.67
784,Erick Strickland,2001,Regular_Season,Turnovers,1.19
785,Todd MacCulloch,2001,Regular_Season,Turnovers,1.06
786,DerMarr Johnson,2001,Regular_Season,Turnovers,1.42
787,Tony Delk,2001,Regular_Season,Turnovers,0.94
788,Othella Harrington,2001,Regular_Season,Turnovers,1.23
789,Aaron Williams,2001,Regular_Season,Turnovers,0.96
790,Travis Best,2001,Regular_Season,Turnovers,1.34
791,Joe Johnson,2001,Regular_Season,Turnovers,0.92
792,Devean George,2001,Regular_Season,Turnovers,0.8
793,Jonathan Bender,2001,Regular_Season,Turnovers,1.23
794,Chris Mihm,2001,Regular_Season,Turnovers,1.31
795,Tyronn Lue,2001,Regular_Season,Turnovers,1.35
796,Popeye Jones,2001,Regular_Season,Turnovers,1.11
797,Erick Dampier,2001,Regular_Season,Turnovers,2.14
798,Robert Horry,2001,Regular_Season,Turnovers,1.09
799,Jacque Vaughn,2001,Regular_Season,Turnovers,1.35
800,Jerome Williams,2001,Regular_Season,Turnovers,1.0
801,Austin Croshere,2001,Regular_Season,Turnovers,0.88
802,Zeljko Rebraca,2001,Regular_Season,Turnovers,1.14
803,Tony Battie,2001,Regular_Season,Turnovers,0.68
804,Scot Pollard,2001,Regular_Season,Turnovers,0.85
805,Scott Padgett,2001,Regular_Season,Turnovers,0.92
806,Kelvin Cato,2001,Regular_Season,Turnovers,0.71
807,Monty Williams,2001,Regular_Season,Turnovers,1.26
808,Eddy Curry,2001,Regular_Season,Turnovers,0.96
809,Speedy Claxton,2001,Regular_Season,Turnovers,1.42
810,Troy Murphy,2001,Regular_Season,Turnovers,1.02
811,Lindsey Hunter,2001,Regular_Season,Turnovers,0.67
812,Eric Williams,2001,Regular_Season,Turnovers,1.28
813,Jeff Foster,2001,Regular_Season,Turnovers,0.96
814,Kevin Ollie,2001,Regular_Season,Turnovers,1.31
815,Samaki Walker,2001,Regular_Season,Turnovers,0.77
816,Shawn Kemp,2001,Regular_Season,Turnovers,1.08
817,Jarron Collins,2001,Regular_Season,Turnovers,0.8
818,Tyrone Nesby,2001,Regular_Season,Turnovers,0.7
819,Tyson Chandler,2001,Regular_Season,Turnovers,1.39
820,Shandon Anderson,2001,Regular_Season,Turnovers,1.18
821,Tony Massenburg,2001,Regular_Season,Turnovers,0.89
822,Eduardo Najera,2001,Regular_Season,Turnovers,0.65
823,Terry Porter,2001,Regular_Season,Turnovers,1.18
824,Hanno Mottola,2001,Regular_Season,Turnovers,0.85
825,Jahidi White,2001,Regular_Season,Turnovers,0.92
826,Adonal Foyle,2001,Regular_Season,Turnovers,0.96
827,Bo Outlaw,2001,Regular_Season,Turnovers,1.16
828,Ryan Bowen,2001,Regular_Season,Turnovers,0.55
829,Vitaly Potapenko,2001,Regular_Season,Turnovers,0.8
830,Stacey Augmon,2001,Regular_Season,Turnovers,0.7
831,Jason Collins,2001,Regular_Season,Turnovers,0.94
832,Fred Hoiberg,2001,Regular_Season,Turnovers,0.41
833,Damon Jones,2001,Regular_Season,Turnovers,0.91
834,Slava Medvedenko,2001,Regular_Season,Turnovers,0.59
835,Michael Curry,2001,Regular_Season,Turnovers,0.73
836,Darvin Ham,2001,Regular_Season,Turnovers,1.19
837,Chris Childs,2001,Regular_Season,Turnovers,1.78
838,Corie Blount,2001,Regular_Season,Turnovers,0.72
839,Raja Bell,2001,Regular_Season,Turnovers,0.66
840,Greg Ostertag,2001,Regular_Season,Turnovers,0.69
841,Sam Mitchell,2001,Regular_Season,Turnovers,0.35
842,Don Reid,2001,Regular_Season,Turnovers,0.79
843,Walter McCarty,2001,Regular_Season,Turnovers,0.39
844,Ervin Johnson,2001,Regular_Season,Turnovers,0.64
845,Joel Przybilla,2001,Regular_Season,Turnovers,0.61
846,Brian Shaw,2001,Regular_Season,Turnovers,0.55
847,Felipe Lopez,2001,Regular_Season,Turnovers,0.54
848,Shaquille O'Neal,2001,Playoffs,Turnovers,3.26
849,Kobe Bryant,2001,Playoffs,Turnovers,2.84
850,Paul Pierce,2001,Playoffs,Turnovers,3.81
851,Jason Kidd,2001,Playoffs,Turnovers,3.35
852,Chris Webber,2001,Playoffs,Turnovers,2.88
853,Antoine Walker,2001,Playoffs,Turnovers,3.38
854,Kenyon Martin,2001,Playoffs,Turnovers,2.6
855,Mike Bibby,2001,Playoffs,Turnovers,2.31
856,Keith Van Horn,2001,Playoffs,Turnovers,1.6
857,Tim Duncan,2001,Playoffs,Turnovers,4.11
858,Kerry Kittles,2001,Playoffs,Turnovers,0.85
859,Dirk Nowitzki,2001,Playoffs,Turnovers,2.75
860,Vlade Divac,2001,Playoffs,Turnovers,2.31
861,Baron Davis,2001,Playoffs,Turnovers,3.0
862,Michael Finley,2001,Playoffs,Turnovers,1.88
863,Derek Fisher,2001,Playoffs,Turnovers,1.05
864,Kenny Anderson,2001,Playoffs,Turnovers,1.75
865,Rick Fox,2001,Playoffs,Turnovers,2.37
866,Doug Christie,2001,Playoffs,Turnovers,2.75
867,Lucious Harris,2001,Playoffs,Turnovers,0.8
868,Robert Horry,2001,Playoffs,Turnovers,1.58
869,Jerry Stackhouse,2001,Playoffs,Turnovers,2.7
870,Bobby Jackson,2001,Playoffs,Turnovers,1.12
871,Steve Nash,2001,Playoffs,Turnovers,3.75
872,Tony Parker,2001,Playoffs,Turnovers,2.2
873,Allen Iverson,2001,Playoffs,Turnovers,2.4
874,Peja Stojakovic,2001,Playoffs,Turnovers,1.9
875,Rodney Rogers,2001,Playoffs,Turnovers,1.25
876,David Wesley,2001,Playoffs,Turnovers,2.33
877,Richard Jefferson,2001,Playoffs,Turnovers,1.3
878,Hedo Turkoglu,2001,Playoffs,Turnovers,1.44
879,Corliss Williamson,2001,Playoffs,Turnovers,2.2
880,Cliff Robinson,2001,Playoffs,Turnovers,2.1
881,Aaron Williams,2001,Playoffs,Turnovers,1.15
882,Malik Rose,2001,Playoffs,Turnovers,1.2
883,Eric Williams,2001,Playoffs,Turnovers,0.69
884,Todd MacCulloch,2001,Playoffs,Turnovers,1.15
885,Tracy McGrady,2001,Playoffs,Turnovers,3.25
886,Elden Campbell,2001,Playoffs,Turnovers,1.89
887,Reggie Miller,2001,Playoffs,Turnovers,2.8
888,Chucky Atkins,2001,Playoffs,Turnovers,1.4
889,Gary Payton,2001,Playoffs,Turnovers,2.6
890,Steve Smith,2001,Playoffs,Turnovers,0.7
891,Jamaal Magloire,2001,Playoffs,Turnovers,2.12
892,Tony Battie,2001,Playoffs,Turnovers,0.69
