,Player,Season,Stage,Rebound_type,Rebounds_per_game
411,Vlade Divac,2000,Regular_Season,Offensive Rebounds,2.56
412,Voshon Lenard,2000,Regular_Season,Offensive Rebounds,0.59
413,Chucky Atkins,2000,Regular_Season,Offensive Rebounds,0.35
414,Tim Thomas,2000,Regular_Season,Offensive Rebounds,1.04
415,Bonzi Wells,2000,Regular_Season,Offensive Rebounds,1.6
416,John Stockton,2000,Regular_Season,Offensive Rebounds,0.66
417,Bryon Russell,2000,Regular_Season,Offensive Rebounds,1.21
418,Vin Baker,2000,Regular_Season,Offensive Rebounds,2.36
419,Clarence Weatherspoon,2000,Regular_Season,Offensive Rebounds,2.72
420,Travis Best,2000,Regular_Season,Offensive Rebounds,0.49
421,Metta World Peace,2000,Regular_Season,Offensive Rebounds,0.78
422,Glen Rice,2000,Regular_Season,Offensive Rebounds,0.81
423,Johnny Newman,2000,Regular_Season,Offensive Rebounds,0.41
424,Lorenzen Wright,2000,Regular_Season,Offensive Rebounds,2.54
425,Aaron McKie,2000,Regular_Season,Offensive Rebounds,0.43
426,Eric Piatkowski,2000,Regular_Season,Offensive Rebounds,0.67
427,Chris Gatling,2000,Regular_Season,Offensive Rebounds,1.34
428,Aaron Williams,2000,Regular_Season,Offensive Rebounds,2.57
429,Lindsey Hunter,2000,Regular_Season,Offensive Rebounds,0.39
430,Austin Croshere,2000,Regular_Season,Offensive Rebounds,1.52
431,Alvin Williams,2000,Regular_Season,Offensive Rebounds,0.61
432,Kurt Thomas,2000,Regular_Season,Offensive Rebounds,2.23
433,Anthony Peeler,2000,Regular_Season,Offensive Rebounds,0.59
434,Rick Fox,2000,Regular_Season,Offensive Rebounds,0.98
435,LaPhonso Ellis,2000,Regular_Season,Offensive Rebounds,2.43
436,Alan Henderson,2000,Regular_Season,Offensive Rebounds,2.47
437,Darius Miles,2000,Regular_Season,Offensive Rebounds,1.57
438,Patrick Ewing,2000,Regular_Season,Offensive Rebounds,1.57
439,Bryant Stith,2000,Regular_Season,Offensive Rebounds,0.83
440,Dikembe Mutombo,2000,Regular_Season,Offensive Rebounds,4.09
441,Charles Oakley,2000,Regular_Season,Offensive Rebounds,1.82
442,Morris Peterson,2000,Regular_Season,Offensive Rebounds,1.4
443,Antonio Daniels,2000,Regular_Season,Offensive Rebounds,0.33
444,Howard Eisley,2000,Regular_Season,Offensive Rebounds,0.28
445,George McCloud,2000,Regular_Season,Offensive Rebounds,0.72
446,Tyrone Hill,2000,Regular_Season,Offensive Rebounds,3.14
447,Christian Laettner,2000,Regular_Season,Offensive Rebounds,1.51
448,Kevin Willis,2000,Regular_Season,Offensive Rebounds,2.27
449,Jason Williams,2000,Regular_Season,Offensive Rebounds,0.25
450,Chauncey Billups,2000,Regular_Season,Offensive Rebounds,0.42
451,Shandon Anderson,2000,Regular_Season,Offensive Rebounds,0.88
452,Michael Olowokandi,2000,Regular_Season,Offensive Rebounds,2.05
453,John Starks,2000,Regular_Season,Offensive Rebounds,0.39
454,George Lynch,2000,Regular_Season,Offensive Rebounds,2.44
455,Lucious Harris,2000,Regular_Season,Offensive Rebounds,0.97
456,Marcus Fizer,2000,Regular_Season,Offensive Rebounds,1.06
457,P.J. Brown,2000,Regular_Season,Offensive Rebounds,3.21
458,Fred Hoiberg,2000,Regular_Season,Offensive Rebounds,0.28
459,James Posey,2000,Regular_Season,Offensive Rebounds,1.52
460,Othella Harrington,2000,Regular_Season,Offensive Rebounds,1.88
461,Horace Grant,2000,Regular_Season,Offensive Rebounds,2.86
462,John Amaechi,2000,Regular_Season,Offensive Rebounds,0.94
463,Keon Clark,2000,Regular_Season,Offensive Rebounds,1.68
464,Stephen Jackson,2000,Regular_Season,Offensive Rebounds,0.53
465,Mark Jackson,2000,Regular_Season,Offensive Rebounds,0.76
466,Pat Garrity,2000,Regular_Season,Offensive Rebounds,0.67
467,Bruce Bowen,2000,Regular_Season,Offensive Rebounds,0.55
468,Bryant Reeves,2000,Regular_Season,Offensive Rebounds,1.76
469,Quentin Richardson,2000,Regular_Season,Offensive Rebounds,1.38
470,Vitaly Potapenko,2000,Regular_Season,Offensive Rebounds,2.51
471,Danny Manning,2000,Regular_Season,Offensive Rebounds,0.8
472,Walt Williams,2000,Regular_Season,Offensive Rebounds,0.43
473,Al Harrington,2000,Regular_Season,Offensive Rebounds,1.53
474,Bo Outlaw,2000,Regular_Season,Offensive Rebounds,2.64
475,Dale Davis,2000,Regular_Season,Offensive Rebounds,2.88
476,Shawn Bradley,2000,Regular_Season,Offensive Rebounds,1.95
477,Terry Porter,2000,Regular_Season,Offensive Rebounds,0.3
478,Bobby Jackson,2000,Regular_Season,Offensive Rebounds,0.94
479,Felipe Lopez,2000,Regular_Season,Offensive Rebounds,0.79
480,Moochie Norris,2000,Regular_Season,Offensive Rebounds,0.54
481,Eric Williams,2000,Regular_Season,Offensive Rebounds,0.79
482,Kenny Thomas,2000,Regular_Season,Offensive Rebounds,1.65
483,Ben Wallace,2000,Regular_Season,Offensive Rebounds,3.79
484,Jason Caffey,2000,Regular_Season,Offensive Rebounds,1.93
485,Scot Pollard,2000,Regular_Season,Offensive Rebounds,2.25
486,Jacque Vaughn,2000,Regular_Season,Offensive Rebounds,0.22
487,Eddie Robinson,2000,Regular_Season,Offensive Rebounds,0.9
488,Eric Snow,2000,Regular_Season,Offensive Rebounds,0.54
489,Michael Doleac,2000,Regular_Season,Offensive Rebounds,0.91
490,Robert Pack,2000,Regular_Season,Offensive Rebounds,0.41
491,Desmond Mason,2000,Regular_Season,Offensive Rebounds,0.92
492,Damon Jones,2000,Regular_Season,Offensive Rebounds,0.23
493,Anthony Carter,2000,Regular_Season,Offensive Rebounds,0.64
494,Keyon Dooling,2000,Regular_Season,Offensive Rebounds,0.11
495,Danny Ferry,2000,Regular_Season,Offensive Rebounds,0.69
496,Sean Rooks,2000,Regular_Season,Offensive Rebounds,1.11
497,Malik Rose,2000,Regular_Season,Offensive Rebounds,1.67
498,Olden Polynice,2000,Regular_Season,Offensive Rebounds,1.94
499,Dell Curry,2000,Regular_Season,Offensive Rebounds,0.23
500,Mateen Cleaves,2000,Regular_Season,Offensive Rebounds,0.33
501,Brian Shaw,2000,Regular_Season,Offensive Rebounds,0.6
502,Monty Williams,2000,Regular_Season,Offensive Rebounds,1.05
503,Robert Horry,2000,Regular_Season,Offensive Rebounds,1.18
504,Scott Williams,2000,Regular_Season,Offensive Rebounds,1.47
505,Robert Traylor,2000,Regular_Season,Offensive Rebounds,1.77
506,DerMarr Johnson,2000,Regular_Season,Offensive Rebounds,0.72
507,Stromile Swift,2000,Regular_Season,Offensive Rebounds,1.36
508,Hedo Turkoglu,2000,Regular_Season,Offensive Rebounds,0.66
509,Jerome Williams,2000,Regular_Season,Offensive Rebounds,2.25
510,A.C. Green,2000,Regular_Season,Offensive Rebounds,1.3
511,Greg Ostertag,2000,Regular_Season,Offensive Rebounds,2.02
512,Chris Childs,2000,Regular_Season,Offensive Rebounds,0.31
513,Mikki Moore,2000,Regular_Season,Offensive Rebounds,1.49
514,Troy Hudson,2000,Regular_Season,Offensive Rebounds,0.51
515,Jamaal Magloire,2000,Regular_Season,Offensive Rebounds,1.39
516,Rasho Nesterovic,2000,Regular_Season,Offensive Rebounds,1.36
517,Samaki Walker,2000,Regular_Season,Offensive Rebounds,1.1
518,Hanno Mottola,2000,Regular_Season,Offensive Rebounds,0.67
519,Jelani McCoy,2000,Regular_Season,Offensive Rebounds,1.31
520,Jumaine Jones,2000,Regular_Season,Offensive Rebounds,0.97
521,Michael Smith,2000,Regular_Season,Offensive Rebounds,2.18
522,Mario Elie,2000,Regular_Season,Offensive Rebounds,0.56
523,Sam Mitchell,2000,Regular_Season,Offensive Rebounds,0.34
524,Ervin Johnson,2000,Regular_Season,Offensive Rebounds,2.5
525,Andrew DeClercq,2000,Regular_Season,Offensive Rebounds,1.36
526,Todd MacCulloch,2000,Regular_Season,Offensive Rebounds,1.1
527,Evan Eschmeyer,2000,Regular_Season,Offensive Rebounds,1.82
528,Jeff Foster,2000,Regular_Season,Offensive Rebounds,2.03
529,Kevin Ollie,2000,Regular_Season,Offensive Rebounds,0.23
530,Dean Garrett,2000,Regular_Season,Offensive Rebounds,0.93
531,Derrick McKey,2000,Regular_Season,Offensive Rebounds,0.74
532,Mark Madsen,2000,Regular_Season,Offensive Rebounds,1.06
533,Allen Iverson,2000,Playoffs,Offensive Rebounds,0.68
534,Shaquille O'Neal,2000,Playoffs,Offensive Rebounds,5.69
535,Kobe Bryant,2000,Playoffs,Offensive Rebounds,1.81
536,Ray Allen,2000,Playoffs,Offensive Rebounds,1.06
537,Glenn Robinson,2000,Playoffs,Offensive Rebounds,1.44
538,Aaron McKie,2000,Playoffs,Offensive Rebounds,1.04
539,Vince Carter,2000,Playoffs,Offensive Rebounds,3.08
540,Dikembe Mutombo,2000,Playoffs,Offensive Rebounds,4.91
541,Tim Duncan,2000,Playoffs,Offensive Rebounds,4.15
542,Sam Cassell,2000,Playoffs,Offensive Rebounds,0.67
543,Jamal Mashburn,2000,Playoffs,Offensive Rebounds,1.8
544,Dirk Nowitzki,2000,Playoffs,Offensive Rebounds,1.4
545,David Robinson,2000,Playoffs,Offensive Rebounds,3.0
546,Derek Fisher,2000,Playoffs,Offensive Rebounds,0.31
547,Eric Snow,2000,Playoffs,Offensive Rebounds,1.13
548,Tim Thomas,2000,Playoffs,Offensive Rebounds,1.22
549,Antonio Davis,2000,Playoffs,Offensive Rebounds,3.42
550,Michael Finley,2000,Playoffs,Offensive Rebounds,1.3
551,Chris Webber,2000,Playoffs,Offensive Rebounds,4.25
552,Baron Davis,2000,Playoffs,Offensive Rebounds,0.9
553,Antonio Daniels,2000,Playoffs,Offensive Rebounds,0.31
554,Peja Stojakovic,2000,Playoffs,Offensive Rebounds,2.12
555,David Wesley,2000,Playoffs,Offensive Rebounds,0.4
556,Tyrone Hill,2000,Playoffs,Offensive Rebounds,2.35
557,Alvin Williams,2000,Playoffs,Offensive Rebounds,0.5
558,Rick Fox,2000,Playoffs,Offensive Rebounds,0.81
559,Karl Malone,2000,Playoffs,Offensive Rebounds,1.8
560,Steve Nash,2000,Playoffs,Offensive Rebounds,0.6
561,Tracy McGrady,2000,Playoffs,Offensive Rebounds,1.5
562,Scott Williams,2000,Playoffs,Offensive Rebounds,2.65
563,Juwan Howard,2000,Playoffs,Offensive Rebounds,2.9
564,Jumaine Jones,2000,Playoffs,Offensive Rebounds,1.52
565,Reggie Miller,2000,Playoffs,Offensive Rebounds,1.75
566,Elden Campbell,2000,Playoffs,Offensive Rebounds,2.7
567,Charles Oakley,2000,Playoffs,Offensive Rebounds,1.67
568,Chris Childs,2000,Playoffs,Offensive Rebounds,0.17
569,Terry Porter,2000,Playoffs,Offensive Rebounds,0.08
570,Allan Houston,2000,Playoffs,Offensive Rebounds,0.0
571,Ervin Johnson,2000,Playoffs,Offensive Rebounds,3.28
572,Horace Grant,2000,Playoffs,Offensive Rebounds,2.5
573,Robert Horry,2000,Playoffs,Offensive Rebounds,1.88
574,Latrell Sprewell,2000,Playoffs,Offensive Rebounds,0.6
575,Vlade Divac,2000,Playoffs,Offensive Rebounds,2.5
576,Kevin Garnett,2000,Playoffs,Offensive Rebounds,2.5
577,P.J. Brown,2000,Playoffs,Offensive Rebounds,4.1
578,Doug Christie,2000,Playoffs,Offensive Rebounds,0.88
579,Dell Curry,2000,Playoffs,Offensive Rebounds,0.17
580,Avery Johnson,2000,Playoffs,Offensive Rebounds,0.23
581,Danny Ferry,2000,Playoffs,Offensive Rebounds,0.62
582,Kurt Thomas,2000,Playoffs,Offensive Rebounds,3.4
583,Jalen Rose,2000,Playoffs,Offensive Rebounds,0.75
584,Bryon Russell,2000,Playoffs,Offensive Rebounds,0.8
585,Brian Shaw,2000,Playoffs,Offensive Rebounds,0.62
586,Jason Williams,2000,Playoffs,Offensive Rebounds,0.0
587,Eddie Robinson,2000,Playoffs,Offensive Rebounds,0.9
588,Jason Caffey,2000,Playoffs,Offensive Rebounds,1.72
589,Shawn Bradley,2000,Playoffs,Offensive Rebounds,2.4
590,Lindsey Hunter,2000,Playoffs,Offensive Rebounds,0.11
591,Malik Rose,2000,Playoffs,Offensive Rebounds,1.23
592,Terrell Brandon,2000,Playoffs,Offensive Rebounds,0.5
593,Glen Rice,2000,Playoffs,Offensive Rebounds,0.6
594,Hedo Turkoglu,2000,Playoffs,Offensive Rebounds,0.88
595,Cliff Robinson,2000,Playoffs,Offensive Rebounds,1.5
596,Shawn Marion,2000,Playoffs,Offensive Rebounds,2.5
597,Jason Kidd,2000,Playoffs,Offensive Rebounds,2.25
598,George Lynch,2000,Playoffs,Offensive Rebounds,2.0
599,Sean Elliott,2000,Playoffs,Offensive Rebounds,0.25
600,Eddie Jones,2000,Playoffs,Offensive Rebounds,0.67
601,Bobby Jackson,2000,Playoffs,Offensive Rebounds,0.75
602,Todd MacCulloch,2000,Playoffs,Offensive Rebounds,0.94
603,Wally Szczerbiak,2000,Playoffs,Offensive Rebounds,1.0
604,Derek Anderson,2000,Playoffs,Offensive Rebounds,0.43
605,Darrell Armstrong,2000,Playoffs,Offensive Rebounds,1.25
606,Damon Stoudamire,2000,Playoffs,Offensive Rebounds,0.33
607,Donyell Marshall,2000,Playoffs,Offensive Rebounds,2.6
608,Howard Eisley,2000,Playoffs,Offensive Rebounds,0.11
609,Steve Smith,2000,Playoffs,Offensive Rebounds,1.67
610,Rasheed Wallace,2000,Playoffs,Offensive Rebounds,1.67
611,John Stockton,2000,Playoffs,Offensive Rebounds,2.2
612,Danny Manning,2000,Playoffs,Offensive Rebounds,0.4
613,Scot Pollard,2000,Playoffs,Offensive Rebounds,2.88
614,Mike Miller,2000,Playoffs,Offensive Rebounds,1.25
615,Pat Garrity,2000,Playoffs,Offensive Rebounds,0.25
616,Tony Delk,2000,Playoffs,Offensive Rebounds,1.25
617,Mark Jackson,2000,Playoffs,Offensive Rebounds,0.6
618,Morris Peterson,2000,Playoffs,Offensive Rebounds,0.25
619,Austin Croshere,2000,Playoffs,Offensive Rebounds,1.25
620,Scottie Pippen,2000,Playoffs,Offensive Rebounds,0.67
621,Travis Best,2000,Playoffs,Offensive Rebounds,1.5
622,Jermaine O'Neal,2000,Playoffs,Offensive Rebounds,3.0
623,Jamaal Magloire,2000,Playoffs,Offensive Rebounds,0.8
624,Olden Polynice,2000,Playoffs,Offensive Rebounds,3.2
625,Calvin Booth,2000,Playoffs,Offensive Rebounds,1.6
626,Matt Geiger,2000,Playoffs,Offensive Rebounds,0.83
627,Eddie House,2000,Playoffs,Offensive Rebounds,0.33
628,Mario Elie,2000,Playoffs,Offensive Rebounds,0.5
629,Jerome Williams,2000,Playoffs,Offensive Rebounds,1.82
630,Keon Clark,2000,Playoffs,Offensive Rebounds,0.64
631,Alonzo Mourning,2000,Playoffs,Offensive Rebounds,1.0
632,Rodney Rogers,2000,Playoffs,Offensive Rebounds,0.75
633,Bo Outlaw,2000,Playoffs,Offensive Rebounds,2.75
634,Arvydas Sabonis,2000,Playoffs,Offensive Rebounds,2.67
635,Raja Bell,2000,Playoffs,Offensive Rebounds,0.27
636,Anthony Peeler,2000,Playoffs,Offensive Rebounds,0.75
637,Kevin Ollie,2000,Playoffs,Offensive Rebounds,0.09
638,Greg Buckner,2000,Playoffs,Offensive Rebounds,1.6
639,Steve Kerr,2000,Playoffs,Offensive Rebounds,0.33
640,Brian Grant,2000,Playoffs,Offensive Rebounds,2.0
641,Tyronn Lue,2000,Playoffs,Offensive Rebounds,0.07
642,Darvin Ham,2000,Playoffs,Offensive Rebounds,0.71
643,Derrick Coleman,2000,Playoffs,Offensive Rebounds,1.8
644,Marcus Camby,2000,Playoffs,Offensive Rebounds,1.0
645,Charlie Ward,2000,Playoffs,Offensive Rebounds,0.4
646,LaPhonso Ellis,2000,Playoffs,Offensive Rebounds,1.75
647,Tom Gugliotta,2000,Playoffs,Offensive Rebounds,1.0
648,David Benoit,2000,Playoffs,Offensive Rebounds,0.25
649,Rodney Buford,2000,Playoffs,Offensive Rebounds,0.33
650,Othella Harrington,2000,Playoffs,Offensive Rebounds,1.4
651,Anthony Carter,2000,Playoffs,Offensive Rebounds,0.0
652,Dan Majerle,2000,Playoffs,Offensive Rebounds,1.0
653,Anthony Mason,2000,Playoffs,Offensive Rebounds,0.33
654,Samaki Walker,2000,Playoffs,Offensive Rebounds,0.42
655,Jake Tsakalidis,2000,Playoffs,Offensive Rebounds,2.5
656,Greg Ostertag,2000,Playoffs,Offensive Rebounds,1.2
657,Paul Pierce,2001,Regular_Season,Offensive Rebounds,1.01
658,Tim Duncan,2001,Regular_Season,Offensive Rebounds,3.27
659,Kobe Bryant,2001,Regular_Season,Offensive Rebounds,1.4
660,Tracy McGrady,2001,Regular_Season,Offensive Rebounds,1.97
661,Allen Iverson,2001,Regular_Season,Offensive Rebounds,0.73
662,Shaquille O'Neal,2001,Regular_Season,Offensive Rebounds,3.51
663,Gary Payton,2001,Regular_Season,Offensive Rebounds,0.98
664,Antoine Walker,2001,Regular_Season,Offensive Rebounds,1.85
665,Karl Malone,2001,Regular_Season,Offensive Rebounds,1.78
666,Dirk Nowitzki,2001,Regular_Season,Offensive Rebounds,1.58
667,Kevin Garnett,2001,Regular_Season,Offensive Rebounds,3.0
668,Jalen Rose,2001,Regular_Season,Offensive Rebounds,0.52
669,Stephon Marbury,2001,Regular_Season,Offensive Rebounds,0.91
670,Shareef Abdur-Rahim,2001,Regular_Season,Offensive Rebounds,2.57
671,Jerry Stackhouse,2001,Regular_Season,Offensive Rebounds,1.01
672,Antawn Jamison,2001,Regular_Season,Offensive Rebounds,2.57
673,Cuttino Mobley,2001,Regular_Season,Offensive Rebounds,0.85
674,Latrell Sprewell,2001,Regular_Season,Offensive Rebounds,0.73
675,Allan Houston,2001,Regular_Season,Offensive Rebounds,0.48
676,Shawn Marion,2001,Regular_Season,Offensive Rebounds,2.6
677,Wally Szczerbiak,2001,Regular_Season,Offensive Rebounds,1.46
678,Rasheed Wallace,2001,Regular_Season,Offensive Rebounds,1.72
679,Peja Stojakovic,2001,Regular_Season,Offensive Rebounds,1.01
680,Jason Terry,2001,Regular_Season,Offensive Rebounds,0.51
681,Ray Allen,2001,Regular_Season,Offensive Rebounds,1.17
682,Baron Davis,2001,Regular_Season,Offensive Rebounds,1.13
683,Vince Carter,2001,Regular_Season,Offensive Rebounds,2.3
684,Eddie Jones,2001,Regular_Season,Offensive Rebounds,0.75
685,Steve Nash,2001,Regular_Season,Offensive Rebounds,0.61
686,Sam Cassell,2001,Regular_Season,Offensive Rebounds,0.73
687,Elton Brand,2001,Regular_Season,Offensive Rebounds,4.95
688,Pau Gasol,2001,Regular_Season,Offensive Rebounds,2.9
689,Michael Finley,2001,Regular_Season,Offensive Rebounds,1.3
690,Jermaine O'Neal,2001,Regular_Season,Offensive Rebounds,2.61
691,Andre Miller,2001,Regular_Season,Offensive Rebounds,1.33
692,Chris Webber,2001,Regular_Season,Offensive Rebounds,2.78
693,Nick Van Exel,2001,Regular_Season,Offensive Rebounds,0.39
694,Reggie Miller,2001,Regular_Season,Offensive Rebounds,0.29
695,Bonzi Wells,2001,Regular_Season,Offensive Rebounds,1.64
696,Jason Kidd,2001,Regular_Season,Offensive Rebounds,1.57
697,Keith Van Horn,2001,Regular_Season,Offensive Rebounds,1.69
698,Rashard Lewis,2001,Regular_Season,Offensive Rebounds,1.96
699,Juwan Howard,2001,Regular_Season,Offensive Rebounds,2.75
700,Jeff McInnis,2001,Regular_Season,Offensive Rebounds,0.56
701,Alonzo Mourning,2001,Regular_Season,Offensive Rebounds,2.43
702,Wesley Person,2001,Regular_Season,Offensive Rebounds,0.64
703,Lamond Murray,2001,Regular_Season,Offensive Rebounds,1.14
704,Cliff Robinson,2001,Regular_Season,Offensive Rebounds,0.99
705,Brent Barry,2001,Regular_Season,Offensive Rebounds,0.72
706,Jason Richardson,2001,Regular_Season,Offensive Rebounds,1.55
707,Kurt Thomas,2001,Regular_Season,Offensive Rebounds,2.61
708,Shane Battier,2001,Regular_Season,Offensive Rebounds,2.31
709,Antonio Davis,2001,Regular_Season,Offensive Rebounds,3.3
710,John Stockton,2001,Regular_Season,Offensive Rebounds,0.71
711,Kerry Kittles,2001,Regular_Season,Offensive Rebounds,0.83
712,Mike Bibby,2001,Regular_Season,Offensive Rebounds,0.46
713,Kenyon Martin,2001,Regular_Season,Offensive Rebounds,1.55
714,Quentin Richardson,2001,Regular_Season,Offensive Rebounds,1.4
715,Elden Campbell,2001,Regular_Season,Offensive Rebounds,1.73
716,Corliss Williamson,2001,Regular_Season,Offensive Rebounds,1.51
717,Raef LaFrentz,2001,Regular_Season,Offensive Rebounds,2.26
718,Brad Miller,2001,Regular_Season,Offensive Rebounds,3.32
719,Chauncey Billups,2001,Regular_Season,Offensive Rebounds,0.43
720,Damon Stoudamire,2001,Regular_Season,Offensive Rebounds,1.04
721,Darrell Armstrong,2001,Regular_Season,Offensive Rebounds,1.01
722,Kenny Thomas,2001,Regular_Season,Offensive Rebounds,2.19
723,Doug Christie,2001,Regular_Season,Offensive Rebounds,0.91
724,Alvin Williams,2001,Regular_Season,Offensive Rebounds,0.71
725,Penny Hardaway,2001,Regular_Season,Offensive Rebounds,1.23
726,Ricky Davis,2001,Regular_Season,Offensive Rebounds,0.77
727,Matt Harpring,2001,Regular_Season,Offensive Rebounds,2.51
728,Chucky Atkins,2001,Regular_Season,Offensive Rebounds,0.39
729,David Robinson,2001,Regular_Season,Offensive Rebounds,2.45
730,David Wesley,2001,Regular_Season,Offensive Rebounds,0.66
731,Troy Hudson,2001,Regular_Season,Offensive Rebounds,0.37
732,Marcus Fizer,2001,Regular_Season,Offensive Rebounds,1.68
733,Desmond Mason,2001,Regular_Season,Offensive Rebounds,1.23
734,Dikembe Mutombo,2001,Regular_Season,Offensive Rebounds,3.18
735,Rodney Rogers,2001,Regular_Season,Offensive Rebounds,1.68
736,Keon Clark,2001,Regular_Season,Offensive Rebounds,2.25
737,Bobby Jackson,2001,Regular_Season,Offensive Rebounds,1.01
738,Larry Hughes,2001,Regular_Season,Offensive Rebounds,1.14
739,Steve Smith,2001,Regular_Season,Offensive Rebounds,0.58
740,Vlade Divac,2001,Regular_Season,Offensive Rebounds,2.56
741,Michael Olowokandi,2001,Regular_Season,Offensive Rebounds,2.05
742,Pat Garrity,2001,Regular_Season,Offensive Rebounds,0.96
743,Andrei Kirilenko,2001,Regular_Season,Offensive Rebounds,1.82
744,Tim Thomas,2001,Regular_Season,Offensive Rebounds,0.86
745,Danny Fortson,2001,Regular_Season,Offensive Rebounds,3.77
746,Lee Nailon,2001,Regular_Season,Offensive Rebounds,1.3
747,Ruben Patterson,2001,Regular_Season,Offensive Rebounds,2.07
748,Chris Whitney,2001,Regular_Season,Offensive Rebounds,0.13
749,Voshon Lenard,2001,Regular_Season,Offensive Rebounds,0.54
750,Hedo Turkoglu,2001,Regular_Season,Offensive Rebounds,0.79
751,Nazr Mohammed,2001,Regular_Season,Offensive Rebounds,2.95
752,Rod Strickland,2001,Regular_Season,Offensive Rebounds,0.64
753,Anthony Mason,2001,Regular_Season,Offensive Rebounds,1.52
754,Derek Fisher,2001,Regular_Season,Offensive Rebounds,0.21
755,James Posey,2001,Regular_Season,Offensive Rebounds,1.49
756,Darius Miles,2001,Regular_Season,Offensive Rebounds,1.33
757,Bob Sura,2001,Regular_Season,Offensive Rebounds,1.14
