,Player,Stage,career_FG_%,career_FT_%,career_3PT_%,Minutes_per_game
1674,Spencer Hawes,Regular_Season,45.33,70.72,35.48,23.31
1675,Stacey Augmon,Playoffs,37.5,82.98,0.0,19.5
1676,Stacey Augmon,Regular_Season,41.75,77.24,5.88,16.66
1677,Stanley Johnson,Playoffs,52.17,100.0,60.0,20.38
1678,Stanley Johnson,Regular_Season,37.4,76.37,29.33,21.61
1679,Stephen Curry,Playoffs,45.01,90.6,40.14,37.81
1680,Stephen Curry,Regular_Season,47.64,90.63,43.6,34.62
1681,Stephen Graham,Regular_Season,49.58,64.62,32.0,11.49
1682,Stephen Jackson,Playoffs,40.37,81.62,35.52,33.59
1683,Stephen Jackson,Regular_Season,41.89,79.15,33.51,32.72
1684,Stephon Marbury,Playoffs,35.79,76.12,25.93,25.5
1685,Stephon Marbury,Regular_Season,43.83,80.3,32.15,39.09
1686,Sterling Brown,Playoffs,39.47,72.73,33.33,14.72
1687,Sterling Brown,Regular_Season,42.25,74.39,34.28,16.37
1688,Steve Blake,Playoffs,42.86,71.43,41.58,26.94
1689,Steve Blake,Regular_Season,40.1,77.4,38.0,24.56
1690,Steve Francis,Playoffs,42.86,72.5,41.18,44.4
1691,Steve Francis,Regular_Season,43.21,80.02,34.25,38.4
1692,Steve Kerr,Playoffs,48.0,50.0,33.33,11.22
1693,Steve Kerr,Regular_Season,42.97,88.24,39.52,12.68
1694,Steve Nash,Playoffs,47.52,90.4,41.31,37.83
1695,Steve Nash,Regular_Season,49.78,90.79,43.23,33.86
1696,Steve Novak,Playoffs,44.44,,57.14,18.94
1697,Steve Novak,Regular_Season,44.28,89.02,43.63,18.55
1698,Steve Smith,Playoffs,43.25,91.41,39.47,28.68
1699,Steve Smith,Regular_Season,45.36,87.7,40.41,26.89
1700,Steven Adams,Playoffs,62.65,53.38,0.0,27.3
1701,Steven Adams,Regular_Season,58.87,55.69,10.0,26.81
1702,Steven Hunter,Playoffs,55.81,60.0,,14.2
1703,Steven Hunter,Regular_Season,59.16,48.41,0.0,18.15
1704,Stromile Swift,Playoffs,34.62,75.0,,18.5
1705,Stromile Swift,Regular_Season,46.26,68.24,12.5,18.09
1706,Sundiata Gaines,Regular_Season,37.64,61.46,34.15,13.91
1707,Svi Mykhailiuk,Regular_Season,40.99,81.43,40.35,22.59
1708,T.J. Ford,Playoffs,44.86,87.76,34.78,26.38
1709,T.J. Ford,Regular_Season,43.55,81.75,32.85,31.94
1710,T.J. Leaf,Regular_Season,54.1,61.29,25.81,8.99
1711,T.J. McConnell,Playoffs,58.73,60.0,66.67,12.09
1712,T.J. McConnell,Regular_Season,49.21,77.91,33.21,21.41
1713,T.J. Warren,Playoffs,47.06,100.0,36.84,39.08
1714,T.J. Warren,Regular_Season,50.59,78.7,36.03,32.17
1715,Taj Gibson,Playoffs,51.46,70.75,0.0,21.86
1716,Taj Gibson,Regular_Season,51.5,70.95,22.03,25.15
1717,Tarik Black,Regular_Season,53.44,64.53,15.38,13.79
1718,Tariq Abdul-Wahad,Playoffs,30.0,87.5,0.0,9.88
1719,Taurean Prince,Playoffs,55.77,100.0,28.57,31.18
1720,Taurean Prince,Regular_Season,40.37,81.82,35.86,25.87
1721,Tayshaun Prince,Playoffs,42.71,77.35,34.33,35.55
1722,Tayshaun Prince,Regular_Season,45.32,75.93,36.02,32.35
1723,Terence Davis,Playoffs,48.28,100.0,42.11,13.97
1724,Terence Davis,Regular_Season,45.64,86.44,38.84,16.79
1725,Terrance Ferguson,Playoffs,36.0,,38.89,25.62
1726,Terrance Ferguson,Regular_Season,40.61,75.31,33.74,20.69
1727,Terrell Brandon,Playoffs,47.2,92.86,40.0,39.38
1728,Terrell Brandon,Regular_Season,45.82,88.43,38.57,36.3
1729,Terrence Jones,Playoffs,43.94,63.64,15.0,23.42
1730,Terrence Jones,Regular_Season,54.21,60.51,30.69,27.34
1731,Terrence Ross,Playoffs,38.66,75.0,30.99,21.48
1732,Terrence Ross,Regular_Season,42.06,83.26,37.15,24.64
1733,Terrence Williams,Regular_Season,40.09,71.53,31.0,22.61
1734,Terry Mills,Playoffs,60.0,50.0,66.67,25.67
1735,Terry Mills,Regular_Season,43.85,73.53,39.26,22.46
1736,Terry Porter,Playoffs,39.47,73.08,31.43,20.22
1737,Terry Porter,Regular_Season,44.12,80.49,42.6,20.84
1738,Terry Rozier,Playoffs,39.3,80.85,33.48,24.66
1739,Terry Rozier,Regular_Season,39.85,81.33,37.36,24.62
1740,Thabo Sefolosha,Playoffs,40.62,77.03,28.98,19.94
1741,Thabo Sefolosha,Regular_Season,45.47,71.65,35.4,24.13
1742,Thaddeus Young,Playoffs,46.75,61.9,26.83,29.23
1743,Thaddeus Young,Regular_Season,50.02,66.76,33.16,30.22
1744,Theo Ratliff,Playoffs,50.81,67.8,,21.4
1745,Theo Ratliff,Regular_Season,47.38,68.21,,31.22
1746,Thomas Bryant,Regular_Season,61.55,78.1,33.33,20.78
1747,Thomas Robinson,Playoffs,41.94,85.71,,11.05
1748,Thomas Robinson,Regular_Season,45.19,50.47,0.0,13.49
1749,Thon Maker,Playoffs,35.29,81.48,19.05,19.67
1750,Thon Maker,Regular_Season,43.32,67.26,32.91,13.91
1751,Tiago Splitter,Playoffs,56.86,59.64,0.0,19.27
1752,Tiago Splitter,Regular_Season,56.55,71.05,0.0,22.06
1753,Tierre Brown,Regular_Season,35.63,78.67,36.11,14.03
1754,Tim Duncan,Playoffs,49.99,68.52,16.13,36.73
1755,Tim Duncan,Regular_Season,50.37,69.87,19.46,33.91
1756,Tim Frazier,Regular_Season,41.46,76.06,32.98,19.03
1757,Tim Hardaway,Playoffs,29.41,70.0,20.59,26.0
1758,Tim Hardaway,Regular_Season,39.16,80.11,36.56,33.94
1759,Tim Hardaway Jr.,Playoffs,36.45,66.67,29.09,23.4
1760,Tim Hardaway Jr.,Regular_Season,42.02,81.17,36.15,26.93
1761,Tim Thomas,Playoffs,47.4,78.53,44.62,29.54
1762,Tim Thomas,Regular_Season,43.47,77.08,37.32,27.39
1763,Timofey Mozgov,Playoffs,48.94,76.34,,17.58
1764,Timofey Mozgov,Regular_Season,54.56,73.38,18.92,21.51
1765,Timothe Luwawu-Cabarrot,Playoffs,33.9,91.67,33.33,32.83
1766,Timothe Luwawu-Cabarrot,Regular_Season,40.17,85.37,31.06,17.25
1767,Tobias Harris,Playoffs,42.12,84.48,31.11,37.39
1768,Tobias Harris,Regular_Season,47.38,83.69,37.68,33.33
1769,Todd Day,Playoffs,45.71,50.0,31.25,11.11
1770,Todd MacCulloch,Playoffs,52.78,65.85,,12.97
1771,Todd MacCulloch,Regular_Season,54.77,66.23,,16.79
1772,Tom Gugliotta,Playoffs,30.77,77.78,,21.5
1773,Tomas Satoransky,Regular_Season,46.9,81.71,36.87,23.28
1774,Toney Douglas,Playoffs,36.59,100.0,38.89,28.02
1775,Toney Douglas,Regular_Season,41.11,84.29,37.56,21.44
1776,Toni Kukoc,Playoffs,44.27,62.22,34.67,26.0
1777,Toni Kukoc,Regular_Season,41.7,72.86,29.17,20.85
1778,Tony Allen,Playoffs,44.68,71.56,10.64,19.21
1779,Tony Allen,Regular_Season,47.42,70.5,27.36,22.34
1780,Tony Battie,Playoffs,49.51,55.26,0.0,17.08
1781,Tony Battie,Regular_Season,49.39,69.37,13.04,22.21
1782,Tony Bradley,Regular_Season,66.67,65.22,100.0,11.43
1783,Tony Delk,Playoffs,42.58,75.0,40.18,19.36
1784,Tony Delk,Regular_Season,40.66,79.0,35.13,26.45
1785,Tony Farmer,Regular_Season,40.71,76.6,18.18,16.32
1786,Tony Massenburg,Playoffs,47.62,55.56,,14.0
1787,Tony Massenburg,Regular_Season,43.88,73.33,100.0,14.48
1788,Tony Parker,Playoffs,46.07,73.07,30.91,34.33
1789,Tony Parker,Regular_Season,49.15,75.11,32.44,30.51
1790,Tony Snell,Playoffs,39.29,100.0,37.97,19.11
1791,Tony Snell,Regular_Season,43.54,82.97,38.8,22.83
1792,Tony Wroten,Regular_Season,42.7,64.11,21.28,24.51
1793,Torrey Craig,Playoffs,44.9,62.07,35.9,21.39
1794,Torrey Craig,Regular_Season,45.01,66.98,32.52,19.36
1795,Tracy McGrady,Playoffs,42.87,75.73,29.47,38.48
1796,Tracy McGrady,Regular_Season,43.98,74.58,34.21,34.75
1797,Tracy Murray,Regular_Season,43.28,85.11,42.97,22.89
1798,Trae Young,Regular_Season,42.75,84.69,34.38,32.79
1799,Travis Best,Playoffs,39.92,85.96,35.71,22.84
1800,Travis Best,Regular_Season,43.66,84.94,34.99,24.05
1801,Travis Knight,Regular_Season,38.98,60.71,,6.51
1802,Travis Outlaw,Playoffs,31.82,66.67,25.0,28.38
1803,Travis Outlaw,Regular_Season,42.28,74.26,34.8,27.71
1804,Trenton Hassell,Playoffs,52.1,81.25,50.0,26.17
1805,Trenton Hassell,Regular_Season,44.86,76.63,32.85,27.95
1806,Treveon Graham,Playoffs,20.0,50.0,0.0,15.74
1807,Treveon Graham,Regular_Season,39.52,66.96,33.64,16.77
1808,Trevor Ariza,Playoffs,42.57,73.53,36.84,35.57
1809,Trevor Ariza,Regular_Season,41.7,74.8,35.28,31.79
1810,Trevor Booker,Playoffs,48.72,76.92,0.0,13.08
1811,Trevor Booker,Regular_Season,51.42,63.9,31.25,21.3
1812,Trey Burke,Playoffs,50.85,60.0,47.06,26.07
1813,Trey Burke,Regular_Season,39.3,81.75,33.72,24.43
1814,Trey Lyles,Regular_Season,43.31,70.75,34.1,18.01
1815,Tristan Thompson,Playoffs,56.42,61.98,0.0,29.82
1816,Tristan Thompson,Regular_Season,51.71,60.85,28.12,28.08
1817,"Troy Brown, Jr.",Regular_Season,43.89,78.42,34.08,25.82
1818,Troy Daniels,Playoffs,46.15,100.0,45.83,13.59
1819,Troy Daniels,Regular_Season,38.97,83.9,39.48,19.21
1820,Troy Hudson,Playoffs,40.26,94.44,38.64,32.7
1821,Troy Hudson,Regular_Season,41.11,86.1,33.41,22.9
1822,Troy Murphy,Regular_Season,44.64,79.08,39.67,28.66
1823,Ty Lawson,Playoffs,45.85,79.25,33.33,25.91
1824,Ty Lawson,Regular_Season,47.14,76.7,36.17,29.44
1825,Tyler Hansbrough,Playoffs,36.63,67.47,,16.27
1826,Tyler Hansbrough,Regular_Season,44.53,75.88,7.69,18.56
1827,Tyler Herro,Playoffs,43.32,87.04,37.5,33.64
1828,Tyler Herro,Regular_Season,42.79,87.0,38.93,27.42
1829,Tyler Johnson,Playoffs,48.19,80.0,45.45,16.74
1830,Tyler Johnson,Regular_Season,42.84,77.65,36.21,28.51
1831,Tyler Ulis,Regular_Season,40.28,80.81,28.0,20.92
1832,Tyler Zeller,Playoffs,54.24,76.47,,10.62
1833,Tyler Zeller,Regular_Season,51.33,75.43,29.41,18.63
1834,Tyreke Evans,Playoffs,38.46,58.06,41.94,26.15
1835,Tyreke Evans,Regular_Season,44.08,74.46,28.66,30.87
1836,Tyrone Hill,Playoffs,44.24,70.3,0.0,28.49
1837,Tyrone Hill,Regular_Season,47.95,65.98,0.0,31.38
1838,Tyrone Nesby,Regular_Season,40.94,75.7,32.62,26.65
1839,Tyrone Wallace,Regular_Season,42.4,52.63,21.05,10.12
1840,Tyronn Lue,Playoffs,34.48,80.0,38.46,8.73
1841,Tyronn Lue,Regular_Season,43.64,82.51,37.89,26.65
1842,Tyrus Thomas,Playoffs,45.74,70.0,0.0,18.3
1843,Tyrus Thomas,Regular_Season,44.7,72.43,23.53,19.87
1844,Tyson Chandler,Playoffs,56.67,63.38,,30.12
1845,Tyson Chandler,Regular_Season,60.04,64.11,0.0,28.23
1846,Tyus Jones,Regular_Season,43.86,81.67,34.96,18.3
1847,Udonis Haslem,Playoffs,48.05,71.31,0.0,21.72
1848,Udonis Haslem,Regular_Season,49.75,75.98,0.0,28.32
1849,Victor Oladipo,Playoffs,39.34,80.95,35.65,35.26
1850,Victor Oladipo,Regular_Season,44.26,79.33,35.15,33.23
1851,Vin Baker,Playoffs,44.36,65.38,50.0,32.1
1852,Vin Baker,Regular_Season,44.13,69.99,12.5,32.12
1853,Vince Carter,Playoffs,41.57,79.65,33.81,34.43
1854,Vince Carter,Regular_Season,43.45,79.87,37.35,30.35
1855,Vinny Del Negro,Playoffs,43.33,,0.0,18.6
1856,Vinny Del Negro,Regular_Season,47.08,89.74,33.33,18.07
1857,Vitaly Potapenko,Regular_Season,48.16,71.46,0.0,21.0
1858,Vlade Divac,Playoffs,44.54,73.08,25.0,27.77
1859,Vlade Divac,Regular_Season,47.91,67.14,24.18,29.5
1860,Vladimir Radmanovic,Playoffs,44.01,73.53,39.22,21.85
1861,Vladimir Radmanovic,Regular_Season,41.97,76.94,38.4,22.47
1862,Vladimir Stepania,Regular_Season,43.33,52.99,,20.18
1863,Von Wafer,Playoffs,42.39,86.36,40.91,13.91
1864,Von Wafer,Regular_Season,44.73,75.21,39.02,19.44
1865,Vonteego Cummings,Regular_Season,40.46,75.15,32.45,24.03
1866,Voshon Lenard,Playoffs,42.67,71.43,45.83,32.2
1867,Voshon Lenard,Regular_Season,41.01,79.15,37.54,27.81
1868,Wally Szczerbiak,Playoffs,42.7,88.24,28.46,26.78
1869,Wally Szczerbiak,Regular_Season,49.12,85.74,40.22,30.97
1870,Walt Williams,Playoffs,39.51,100.0,34.15,15.13
1871,Walt Williams,Regular_Season,42.21,76.59,38.82,21.51
1872,Walter McCarty,Playoffs,47.06,81.25,35.29,24.04
1873,Walter McCarty,Regular_Season,40.63,66.23,37.1,19.07
1874,Wayne Ellington,Playoffs,32.86,100.0,36.54,25.77
1875,Wayne Ellington,Regular_Season,41.1,86.45,37.98,21.84
1876,Wayne Selden,Playoffs,34.62,75.0,18.18,17.68
1877,Wayne Selden,Regular_Season,40.58,72.83,31.61,19.18
1878,"Wendell Carter, Jr.",Regular_Season,48.52,79.46,18.75,25.22
1879,Wesley Iwundu,Playoffs,30.0,62.5,57.14,15.16
1880,Wesley Iwundu,Regular_Season,41.79,79.35,31.88,17.62
1881,Wesley Johnson,Playoffs,35.71,100.0,33.33,12.8
1882,Wesley Johnson,Regular_Season,40.61,74.08,33.86,23.0
1883,Wesley Matthews,Playoffs,39.68,80.92,34.35,33.43
1884,Wesley Matthews,Regular_Season,41.92,83.32,37.78,31.4
1885,Wesley Person,Regular_Season,46.75,79.6,43.53,30.89
1886,Will Barton,Playoffs,37.87,71.88,31.82,19.48
1887,Will Barton,Regular_Season,43.9,78.57,35.36,26.98
1888,Will Bynum,Playoffs,46.15,100.0,25.0,19.55
1889,Will Bynum,Regular_Season,46.85,80.92,31.58,18.76
1890,Willie Cauley-Stein,Regular_Season,53.55,60.45,23.53,23.94
1891,Willie Green,Playoffs,42.01,67.65,26.32,17.87
1892,Willie Green,Regular_Season,43.93,76.16,35.15,21.78
1893,Willie Reed,Regular_Season,56.84,55.68,25.0,14.52
1894,Willy Hernangomez,Regular_Season,52.5,71.0,35.19,16.43
1895,Wilson Chandler,Playoffs,33.33,76.19,27.78,29.12
1896,Wilson Chandler,Regular_Season,44.29,77.48,34.24,32.23
1897,Xavier Munford,Playoffs,32.14,0.0,12.5,22.3
1898,Yao Ming,Playoffs,51.86,83.33,,35.28
1899,Yao Ming,Regular_Season,53.17,81.64,40.0,31.5
1900,Yogi Ferrell,Regular_Season,42.88,83.53,37.01,21.88
1901,Zach Collins,Playoffs,46.85,79.31,28.57,17.22
1902,Zach Collins,Regular_Season,44.12,72.02,32.05,16.79
1903,Zach LaVine,Regular_Season,45.04,81.73,37.58,29.97
1904,Zach Lofton,Regular_Season,0.0,,0.0,3.8
1905,Zach Randolph,Playoffs,43.68,75.0,15.38,35.51
1906,Zach Randolph,Regular_Season,47.39,76.48,26.58,31.79
1907,Zaza Pachulia,Playoffs,44.23,73.72,0.0,17.77
1908,Zaza Pachulia,Regular_Season,47.7,75.23,0.0,20.83
1909,Zeljko Rebraca,Playoffs,45.45,78.57,,13.8
1910,Zeljko Rebraca,Regular_Season,50.53,77.14,,15.93
1911,Zydrunas Ilgauskas,Playoffs,46.94,77.37,15.38,25.99
1912,Zydrunas Ilgauskas,Regular_Season,47.4,79.08,33.33,27.57
