,Player,Season,Stage,Points_type,Points_per_game
16636,Latrell Sprewell,2003,Regular_Season,2 Point,10.22
16637,Richard Hamilton,2003,Regular_Season,2 Point,13.13
16638,Lamar Odom,2003,Regular_Season,2 Point,10.6
16639,Joe Johnson,2003,Regular_Season,2 Point,11.51
16640,Jason Terry,2003,Regular_Season,2 Point,8.72
16641,Michael Finley,2003,Regular_Season,2 Point,10.11
16642,Metta World Peace,2003,Regular_Season,2 Point,10.77
16643,Chauncey Billups,2003,Regular_Season,2 Point,6.72
16644,Steve Francis,2003,Regular_Season,2 Point,9.54
16645,Andrei Kirilenko,2003,Regular_Season,2 Point,8.82
16646,Cuttino Mobley,2003,Regular_Season,2 Point,7.4
16647,Zydrunas Ilgauskas,2003,Regular_Season,2 Point,11.46
16648,Andre Miller,2003,Regular_Season,2 Point,10.2
16649,Antawn Jamison,2003,Regular_Season,2 Point,11.51
16650,Donyell Marshall,2003,Regular_Season,2 Point,8.27
16651,Gary Payton,2003,Regular_Season,2 Point,10.41
16652,Desmond Mason,2003,Regular_Season,2 Point,9.76
16653,Carlos Boozer,2003,Regular_Season,2 Point,12.53
16654,Keith Van Horn,2003,Regular_Season,2 Point,8.81
16655,Antoine Walker,2003,Regular_Season,2 Point,9.78
16656,Ricky Davis,2003,Regular_Season,2 Point,9.97
16657,Steve Nash,2003,Regular_Season,2 Point,7.51
16658,James Posey,2003,Regular_Season,2 Point,6.24
16659,Jamaal Magloire,2003,Regular_Season,2 Point,9.34
16660,Damon Stoudamire,2003,Regular_Season,2 Point,6.15
16661,Tony Parker,2003,Regular_Season,2 Point,9.63
16662,Rasheed Wallace,2003,Regular_Season,2 Point,10.09
16663,Kenyon Martin,2003,Regular_Season,2 Point,13.29
16664,Kerry Kittles,2003,Regular_Season,2 Point,8.22
16665,Eddy Curry,2003,Regular_Season,2 Point,11.4
16666,Al Harrington,2003,Regular_Season,2 Point,10.13
16667,Voshon Lenard,2003,Regular_Season,2 Point,7.89
16668,Jason Kidd,2003,Regular_Season,2 Point,8.18
16669,Jim Jackson,2003,Regular_Season,2 Point,5.5
16670,Brad Miller,2003,Regular_Season,2 Point,10.03
16671,Flip Murray,2003,Regular_Season,2 Point,7.85
16672,Kenny Thomas,2003,Regular_Season,2 Point,10.27
16673,Dwyane Wade,2003,Regular_Season,2 Point,11.64
16674,Manu Ginobili,2003,Regular_Season,2 Point,6.29
16675,Cliff Robinson,2003,Regular_Season,2 Point,6.2
16676,Vladimir Radmanovic,2003,Regular_Season,2 Point,5.32
16677,Kirk Hinrich,2003,Regular_Season,2 Point,4.58
16678,Raja Bell,2003,Regular_Season,2 Point,6.51
16679,Drew Gooden,2003,Regular_Season,2 Point,9.11
16680,Erick Dampier,2003,Regular_Season,2 Point,9.41
16681,DeShawn Stevenson,2003,Regular_Season,2 Point,8.93
16682,Maybyner Nene,2003,Regular_Season,2 Point,8.68
16683,Carlos Arroyo,2003,Regular_Season,2 Point,8.48
16684,Kurt Thomas,2003,Regular_Season,2 Point,9.8
16685,Bonzi Wells,2003,Regular_Season,2 Point,9.47
16686,Mike Dunleavy,2003,Regular_Season,2 Point,6.11
16687,Mo Taylor,2003,Regular_Season,2 Point,9.79
16688,Chris Bosh,2003,Regular_Season,2 Point,8.59
16689,Darius Miles,2003,Regular_Season,2 Point,9.06
16690,Eric Snow,2003,Regular_Season,2 Point,7.15
16691,Mark Blount,2003,Regular_Season,2 Point,8.34
16692,Tayshaun Prince,2003,Regular_Season,2 Point,6.85
16693,Darrell Armstrong,2003,Regular_Season,2 Point,3.95
16694,Earl Boykins,2003,Regular_Season,2 Point,6.49
16695,Rafer Alston,2003,Regular_Season,2 Point,3.07
16696,P.J. Brown,2003,Regular_Season,2 Point,8.48
16697,Doug Christie,2003,Regular_Season,2 Point,6.54
16698,Joe Smith,2003,Regular_Season,2 Point,8.16
16699,Jeff McInnis,2003,Regular_Season,2 Point,8.23
16700,Gordan Giricek,2003,Regular_Season,2 Point,7.01
16701,Kwame Brown,2003,Regular_Season,2 Point,7.76
16702,Vlade Divac,2003,Regular_Season,2 Point,7.7
16703,Reggie Miller,2003,Regular_Season,2 Point,3.15
16704,Tyronn Lue,2003,Regular_Season,2 Point,6.03
16705,Jason Williams,2003,Regular_Season,2 Point,4.72
16706,Ben Wallace,2003,Regular_Season,2 Point,7.75
16707,Mike James,2003,Regular_Season,2 Point,4.1
16708,Corliss Williamson,2003,Regular_Season,2 Point,7.7
16709,Jiri Welsch,2003,Regular_Season,2 Point,4.77
16710,Hedo Turkoglu,2003,Regular_Season,2 Point,4.03
16711,Brian Cardinal,2003,Regular_Season,2 Point,4.34
16712,Stromile Swift,2003,Regular_Season,2 Point,6.94
16713,Eric Williams,2003,Regular_Season,2 Point,5.52
16714,Rasho Nesterovic,2003,Regular_Season,2 Point,8.0
16715,Antonio Davis,2003,Regular_Season,2 Point,6.65
16716,Etan Thomas,2003,Regular_Season,2 Point,6.51
16717,Penny Hardaway,2003,Regular_Season,2 Point,6.55
16718,Aaron McKie,2003,Regular_Season,2 Point,5.07
16719,Mehmet Okur,2003,Regular_Season,2 Point,6.56
16720,Morris Peterson,2003,Regular_Season,2 Point,2.73
16721,Jarvis Hayes,2003,Regular_Season,2 Point,6.8
16722,Theo Ratliff,2003,Regular_Season,2 Point,6.26
16723,Shane Battier,2003,Regular_Season,2 Point,4.48
16724,Brian Grant,2003,Regular_Season,2 Point,7.61
16725,Juan Dixon,2003,Regular_Season,2 Point,5.3
16726,Samuel Dalembert,2003,Regular_Season,2 Point,6.59
16727,Shandon Anderson,2003,Regular_Season,2 Point,5.05
16728,Caron Butler,2003,Regular_Season,2 Point,6.76
16729,Marcus Camby,2003,Regular_Season,2 Point,7.28
16730,Toni Kukoc,2003,Regular_Season,2 Point,4.44
16731,Walter McCarty,2003,Regular_Season,2 Point,1.71
16732,Devean George,2003,Regular_Season,2 Point,4.1
16733,Calbert Cheaney,2003,Regular_Season,2 Point,7.04
16734,Bob Sura,2003,Regular_Season,2 Point,4.53
16735,Nazr Mohammed,2003,Regular_Season,2 Point,6.15
16736,Derek Fisher,2003,Regular_Season,2 Point,3.68
16737,Josh Howard,2003,Regular_Season,2 Point,6.24
16738,Damon Jones,2003,Regular_Season,2 Point,2.73
16739,Raul Lopez,2003,Regular_Season,2 Point,4.83
16740,Antonio Daniels,2003,Regular_Season,2 Point,4.08
16741,Bruce Bowen,2003,Regular_Season,2 Point,3.27
16742,Slava Medvedenko,2003,Regular_Season,2 Point,6.97
16743,Udonis Haslem,2003,Regular_Season,2 Point,5.47
16744,Leandro Barbosa,2003,Regular_Season,2 Point,3.63
16745,Rodney White,2003,Regular_Season,2 Point,5.06
16746,Rodney Rogers,2003,Regular_Season,2 Point,4.55
16747,Brendan Haywood,2003,Regular_Season,2 Point,5.19
16748,Fred Hoiberg,2003,Regular_Season,2 Point,2.58
16749,Greg Ostertag,2003,Regular_Season,2 Point,5.33
16750,Malik Rose,2003,Regular_Season,2 Point,5.16
16751,Ruben Patterson,2003,Regular_Season,2 Point,5.42
16752,Chris Kaman,2003,Regular_Season,2 Point,4.88
16753,Keith Bogans,2003,Regular_Season,2 Point,3.18
16754,Jeff Foster,2003,Regular_Season,2 Point,4.8
16755,Chris Mihm,2003,Regular_Season,2 Point,4.89
16756,Jarron Collins,2003,Regular_Season,2 Point,3.63
16757,Marcus Banks,2003,Regular_Season,2 Point,3.7
16758,Lucious Harris,2003,Regular_Season,2 Point,4.32
16759,Casey Jacobsen,2003,Regular_Season,2 Point,1.92
16760,Jared Jeffries,2003,Regular_Season,2 Point,4.2
16761,Jason Collins,2003,Regular_Season,2 Point,4.18
16762,Earl Watson,2003,Regular_Season,2 Point,3.6
16763,Kareem Rush,2003,Regular_Season,2 Point,3.94
16764,Aaron Williams,2003,Regular_Season,2 Point,4.75
16765,Anthony Johnson,2003,Regular_Season,2 Point,3.45
16766,Steve Blake,2003,Regular_Season,2 Point,2.19
16767,John Salmons,2003,Regular_Season,2 Point,2.88
16768,Anthony Peeler,2003,Regular_Season,2 Point,2.35
16769,Dan Gadzuric,2003,Regular_Season,2 Point,4.88
16770,Charlie Ward,2003,Regular_Season,2 Point,2.14
16771,Kelvin Cato,2003,Regular_Season,2 Point,4.67
16772,Tony Battie,2003,Regular_Season,2 Point,4.6
16773,Trenton Hassell,2003,Regular_Season,2 Point,4.27
16774,Fred Jones,2003,Regular_Season,2 Point,2.37
16775,Stacey Augmon,2003,Regular_Season,2 Point,4.12
16776,Robert Horry,2003,Regular_Season,2 Point,2.47
16777,Austin Croshere,2003,Regular_Season,2 Point,1.64
16778,Sasha Pavlovic,2003,Regular_Season,2 Point,3.27
16779,Bo Outlaw,2003,Regular_Season,2 Point,3.88
16780,Gary Trent,2003,Regular_Season,2 Point,4.56
16781,George Lynch,2003,Regular_Season,2 Point,2.72
16782,Robert Traylor,2003,Regular_Season,2 Point,4.03
16783,Elden Campbell,2003,Regular_Season,2 Point,4.25
16784,Steve Smith,2003,Regular_Season,2 Point,2.14
16785,Calvin Booth,2003,Regular_Season,2 Point,3.8
16786,Boris Diaw,2003,Regular_Season,2 Point,3.53
16787,Kevin Ollie,2003,Regular_Season,2 Point,2.22
16788,Darius Songaila,2003,Regular_Season,2 Point,3.64
16789,Dale Davis,2003,Regular_Season,2 Point,3.5
16790,Kyle Korver,2003,Regular_Season,2 Point,0.92
16791,Michael Doleac,2003,Regular_Season,2 Point,3.89
16792,Bryon Russell,2003,Regular_Season,2 Point,1.53
16793,David West,2003,Regular_Season,2 Point,3.04
16794,Jacque Vaughn,2003,Regular_Season,2 Point,2.93
16795,Mark Madsen,2003,Regular_Season,2 Point,2.81
16796,Chris Andersen,2003,Regular_Season,2 Point,2.54
16797,Brian Scalabrine,2003,Regular_Season,2 Point,2.2
16798,Andrew DeClercq,2003,Regular_Season,2 Point,2.62
16799,Reggie Evans,2003,Regular_Season,2 Point,1.79
16800,Michael Curry,2003,Regular_Season,2 Point,2.09
16801,Luke Walton,2003,Regular_Season,2 Point,1.44
16802,Ervin Johnson,2003,Regular_Season,2 Point,1.67
16803,Darvin Ham,2003,Regular_Season,2 Point,1.33
16804,Kobe Bryant,2003,Playoffs,2 Point,15.09
16805,Richard Hamilton,2003,Playoffs,2 Point,14.43
16806,Shaquille O'Neal,2003,Playoffs,2 Point,16.55
16807,Kevin Garnett,2003,Playoffs,2 Point,18.11
16808,Chauncey Billups,2003,Playoffs,2 Point,6.35
16809,Latrell Sprewell,2003,Playoffs,2 Point,10.33
16810,Jermaine O'Neal,2003,Playoffs,2 Point,14.38
16811,Rasheed Wallace,2003,Playoffs,2 Point,8.78
16812,Metta World Peace,2003,Playoffs,2 Point,10.53
16813,Sam Cassell,2003,Playoffs,2 Point,8.62
16814,Karl Malone,2003,Playoffs,2 Point,9.33
16815,Mike Bibby,2003,Playoffs,2 Point,10.0
16816,Ben Wallace,2003,Playoffs,2 Point,8.09
16817,Dwyane Wade,2003,Playoffs,2 Point,12.77
16818,Tayshaun Prince,2003,Playoffs,2 Point,6.43
16819,Tim Duncan,2003,Playoffs,2 Point,16.6
16820,Chris Webber,2003,Playoffs,2 Point,14.83
16821,Lamar Odom,2003,Playoffs,2 Point,11.23
16822,Richard Jefferson,2003,Playoffs,2 Point,10.36
16823,Kenyon Martin,2003,Playoffs,2 Point,14.73
16824,Peja Stojakovic,2003,Playoffs,2 Point,8.83
16825,Tony Parker,2003,Playoffs,2 Point,11.0
16826,Eddie Jones,2003,Playoffs,2 Point,5.54
16827,Gary Payton,2003,Playoffs,2 Point,4.91
16828,Caron Butler,2003,Playoffs,2 Point,8.77
16829,Doug Christie,2003,Playoffs,2 Point,7.17
16830,Derek Fisher,2003,Playoffs,2 Point,3.36
16831,Reggie Miller,2003,Playoffs,2 Point,2.62
16832,Kerry Kittles,2003,Playoffs,2 Point,7.82
16833,Al Harrington,2003,Playoffs,2 Point,7.25
16834,Wally Szczerbiak,2003,Playoffs,2 Point,6.17
16835,Jason Kidd,2003,Playoffs,2 Point,6.0
16836,Trenton Hassell,2003,Playoffs,2 Point,6.78
16837,Dirk Nowitzki,2003,Playoffs,2 Point,15.2
16838,Manu Ginobili,2003,Playoffs,2 Point,6.4
16839,Jamaal Tinsley,2003,Playoffs,2 Point,4.12
16840,Baron Davis,2003,Playoffs,2 Point,7.71
16841,Brad Miller,2003,Playoffs,2 Point,7.83
16842,Corliss Williamson,2003,Playoffs,2 Point,4.0
16843,Devean George,2003,Playoffs,2 Point,1.91
16844,Fred Hoiberg,2003,Playoffs,2 Point,1.89
16845,Steve Francis,2003,Playoffs,2 Point,9.2
16846,Brian Grant,2003,Playoffs,2 Point,6.46
16847,Rafer Alston,2003,Playoffs,2 Point,2.62
16848,Michael Redd,2003,Playoffs,2 Point,11.2
16849,Stephon Marbury,2003,Playoffs,2 Point,12.5
16850,Voshon Lenard,2003,Playoffs,2 Point,8.4
16851,Slava Medvedenko,2003,Playoffs,2 Point,3.14
16852,Paul Pierce,2003,Playoffs,2 Point,10.5
16853,Mehmet Okur,2003,Playoffs,2 Point,2.64
16854,Kareem Rush,2003,Playoffs,2 Point,0.91
16855,Vlade Divac,2003,Playoffs,2 Point,5.17
16856,Marquis Daniels,2003,Playoffs,2 Point,12.4
16857,Jamaal Magloire,2003,Playoffs,2 Point,8.0
16858,Andre Miller,2003,Playoffs,2 Point,13.6
16859,Jonathan Bender,2003,Playoffs,2 Point,2.38
16860,Hedo Turkoglu,2003,Playoffs,2 Point,2.4
16861,Yao Ming,2003,Playoffs,2 Point,12.4
16862,Jim Jackson,2003,Playoffs,2 Point,8.4
16863,Pau Gasol,2003,Playoffs,2 Point,14.0
16864,David Wesley,2003,Playoffs,2 Point,3.71
16865,Anthony Johnson,2003,Playoffs,2 Point,2.38
16866,Cuttino Mobley,2003,Playoffs,2 Point,9.2
16867,Desmond Mason,2003,Playoffs,2 Point,10.0
16868,Steve Nash,2003,Playoffs,2 Point,8.4
16869,Earl Boykins,2003,Playoffs,2 Point,9.2
16870,Rodney Rogers,2003,Playoffs,2 Point,3.27
16871,Joe Smith,2003,Playoffs,2 Point,10.8
16872,Fred Jones,2003,Playoffs,2 Point,2.0
16873,Penny Hardaway,2003,Playoffs,2 Point,9.0
16874,Antawn Jamison,2003,Playoffs,2 Point,9.6
16875,Michael Finley,2003,Playoffs,2 Point,7.6
16876,Marcus Camby,2003,Playoffs,2 Point,10.4
16877,Austin Croshere,2003,Playoffs,2 Point,1.69
16878,P.J. Brown,2003,Playoffs,2 Point,7.43
16879,Robert Horry,2003,Playoffs,2 Point,2.4
16880,Bruce Bowen,2003,Playoffs,2 Point,2.4
16881,Carmelo Anthony,2003,Playoffs,2 Point,9.5
16882,Rasho Nesterovic,2003,Playoffs,2 Point,5.8
16883,Jeff Foster,2003,Playoffs,2 Point,3.12
16884,George Lynch,2003,Playoffs,2 Point,6.29
16885,Mike James,2003,Playoffs,2 Point,1.36
16886,Lindsey Hunter,2003,Playoffs,2 Point,1.04
16887,Lucious Harris,2003,Playoffs,2 Point,2.91
16888,Chucky Atkins,2003,Playoffs,2 Point,7.0
16889,Devin Brown,2003,Playoffs,2 Point,2.67
16890,Stacey Augmon,2003,Playoffs,2 Point,5.14
16891,Kurt Thomas,2003,Playoffs,2 Point,10.5
16892,Damon Jones,2003,Playoffs,2 Point,3.2
16893,Anthony Peeler,2003,Playoffs,2 Point,2.18
16894,Malik Allen,2003,Playoffs,2 Point,4.4
16895,James Posey,2003,Playoffs,2 Point,7.0
16896,Darrick Martin,2003,Playoffs,2 Point,1.0
16897,Antoine Walker,2003,Playoffs,2 Point,8.4
16898,Mo Taylor,2003,Playoffs,2 Point,7.2
16899,Ervin Johnson,2003,Playoffs,2 Point,2.11
16900,Mark Blount,2003,Playoffs,2 Point,8.5
16901,Mark Madsen,2003,Playoffs,2 Point,2.0
16902,Udonis Haslem,2003,Playoffs,2 Point,2.0
16903,Ricky Davis,2003,Playoffs,2 Point,6.0
16904,Bonzi Wells,2003,Playoffs,2 Point,9.5
16905,Jason Williams,2003,Playoffs,2 Point,4.5
16906,Toni Kukoc,2003,Playoffs,2 Point,5.2
16907,Aaron Williams,2003,Playoffs,2 Point,3.27
16908,David West,2003,Playoffs,2 Point,4.29
16909,Nazr Mohammed,2003,Playoffs,2 Point,7.5
16910,Jason Collins,2003,Playoffs,2 Point,2.55
16911,Keith Van Horn,2003,Playoffs,2 Point,4.8
16912,Maybyner Nene,2003,Playoffs,2 Point,6.4
16913,Luke Walton,2003,Playoffs,2 Point,0.59
16914,Jiri Welsch,2003,Playoffs,2 Point,5.0
16915,Michael Olowokandi,2003,Playoffs,2 Point,1.6
16916,Elden Campbell,2003,Playoffs,2 Point,1.43
16917,Brian Scalabrine,2003,Playoffs,2 Point,1.33
16918,Mike Miller,2003,Playoffs,2 Point,3.5
16919,Kelvin Cato,2003,Playoffs,2 Point,5.2
16920,Walter McCarty,2003,Playoffs,2 Point,2.5
16921,Josh Howard,2003,Playoffs,2 Point,2.8
16922,Brian Skinner,2003,Playoffs,2 Point,4.4
16923,Darius Songaila,2003,Playoffs,2 Point,2.86
16924,Stromile Swift,2003,Playoffs,2 Point,4.5
16925,Darrell Armstrong,2003,Playoffs,2 Point,0.86
16926,Lorenzen Wright,2003,Playoffs,2 Point,5.0
16927,Jason Hart,2003,Playoffs,2 Point,3.14
16928,Brevin Knight,2003,Playoffs,2 Point,2.4
16929,Jon Barry,2003,Playoffs,2 Point,2.0
16930,Gary Trent,2003,Playoffs,2 Point,1.23
16931,Marcus Banks,2003,Playoffs,2 Point,2.5
16932,Chris Mihm,2003,Playoffs,2 Point,3.5
16933,Earl Watson,2003,Playoffs,2 Point,4.0
16934,Shane Battier,2003,Playoffs,2 Point,1.5
16935,Frankie Williams,2003,Playoffs,2 Point,1.0
16936,Rick Fox,2003,Playoffs,2 Point,0.88
16937,Shandon Anderson,2003,Playoffs,2 Point,2.5
16938,Darvin Ham,2003,Playoffs,2 Point,0.76
16939,Francisco Elson,2003,Playoffs,2 Point,3.5
16940,Bo Outlaw,2003,Playoffs,2 Point,0.0
16941,Allen Iverson,2004,Regular_Season,2 Point,17.79
16942,LeBron James,2004,Regular_Season,2 Point,17.18
16943,Amar'e Stoudemire,2004,Regular_Season,2 Point,18.6
16944,Gilbert Arenas,2004,Regular_Season,2 Point,11.28
16945,Dirk Nowitzki,2004,Regular_Season,2 Point,14.67
16946,Tracy McGrady,2004,Regular_Season,2 Point,14.69
16947,Vince Carter,2004,Regular_Season,2 Point,14.78
16948,Ray Allen,2004,Regular_Season,2 Point,11.05
16949,Dwyane Wade,2004,Regular_Season,2 Point,16.03
16950,Kobe Bryant,2004,Regular_Season,2 Point,13.39
16951,Kevin Garnett,2004,Regular_Season,2 Point,16.51
16952,Stephon Marbury,2004,Regular_Season,2 Point,11.93
16953,Paul Pierce,2004,Regular_Season,2 Point,10.93
16954,Michael Redd,2004,Regular_Season,2 Point,13.89
16955,Shaquille O'Neal,2004,Regular_Season,2 Point,18.03
16956,Steve Francis,2004,Regular_Season,2 Point,13.46
16957,Elton Brand,2004,Regular_Season,2 Point,15.53
16958,Mike Bibby,2004,Regular_Season,2 Point,10.72
16959,Shawn Marion,2004,Regular_Season,2 Point,12.32
16960,Jason Richardson,2004,Regular_Season,2 Point,13.47
16961,Carmelo Anthony,2004,Regular_Season,2 Point,13.01
16962,Jalen Rose,2004,Regular_Season,2 Point,10.35
16963,Antoine Walker,2004,Regular_Season,2 Point,12.23
16964,Yao Ming,2004,Regular_Season,2 Point,13.45
16965,Corey Maggette,2004,Regular_Season,2 Point,11.33
16966,Rashard Lewis,2004,Regular_Season,2 Point,10.11
16967,Richard Hamilton,2004,Regular_Season,2 Point,12.47
16968,Joe Johnson,2004,Regular_Season,2 Point,8.95
16969,Desmond Mason,2004,Regular_Season,2 Point,11.92
16970,Chris Bosh,2004,Regular_Season,2 Point,11.6
16971,Larry Hughes,2004,Regular_Season,2 Point,13.38
16972,Tim Duncan,2004,Regular_Season,2 Point,15.58
16973,Antawn Jamison,2004,Regular_Season,2 Point,13.18
16974,Tony Parker,2004,Regular_Season,2 Point,12.4
16975,Peja Stojakovic,2004,Regular_Season,2 Point,8.39
16976,Zydrunas Ilgauskas,2004,Regular_Season,2 Point,11.69
16977,Chauncey Billups,2004,Regular_Season,2 Point,5.98
16978,Ricky Davis,2004,Regular_Season,2 Point,10.24
16979,Chris Webber,2004,Regular_Season,2 Point,16.12
16980,Damon Stoudamire,2004,Regular_Season,2 Point,6.81
16981,Wally Szczerbiak,2004,Regular_Season,2 Point,9.93
16982,Jamal Crawford,2004,Regular_Season,2 Point,7.2
16983,Ben Gordon,2004,Regular_Season,2 Point,7.32
16984,Bobby Simmons,2004,Regular_Season,2 Point,11.31
16985,Tayshaun Prince,2004,Regular_Season,2 Point,10.29
16986,Kirk Hinrich,2004,Regular_Season,2 Point,7.79
16987,Caron Butler,2004,Regular_Season,2 Point,10.47
16988,Manu Ginobili,2004,Regular_Season,2 Point,7.3
16989,Drew Gooden,2004,Regular_Season,2 Point,11.2
16990,Quentin Richardson,2004,Regular_Season,2 Point,4.58
16991,Steve Nash,2004,Regular_Season,2 Point,8.96
16992,Rasheed Wallace,2004,Regular_Season,2 Point,9.92
16993,Rafer Alston,2004,Regular_Season,2 Point,6.6
16994,Cuttino Mobley,2004,Regular_Season,2 Point,7.7
16995,Chucky Atkins,2004,Regular_Season,2 Point,5.17
16996,Andre Miller,2004,Regular_Season,2 Point,10.27
16997,Emeka Okafor,2004,Regular_Season,2 Point,12.27
16998,Matt Harpring,2004,Regular_Season,2 Point,10.49
16999,Kenyon Martin,2004,Regular_Season,2 Point,12.69
17000,Troy Murphy,2004,Regular_Season,2 Point,9.51
17001,Mike Dunleavy,2004,Regular_Season,2 Point,7.62
17002,Mehmet Okur,2004,Regular_Season,2 Point,8.26
17003,Morris Peterson,2004,Regular_Season,2 Point,5.54
17004,Mike Miller,2004,Regular_Season,2 Point,6.5
17005,Latrell Sprewell,2004,Regular_Season,2 Point,8.22
17006,Eddie Jones,2004,Regular_Season,2 Point,5.22
17007,Earl Boykins,2004,Regular_Season,2 Point,6.93
17008,Michael Finley,2004,Regular_Season,2 Point,8.47
17009,Jason Terry,2004,Regular_Season,2 Point,6.72
17010,Dwight Howard,2004,Regular_Season,2 Point,8.59
17011,Jeff McInnis,2004,Regular_Season,2 Point,7.53
17012,Reggie Miller,2004,Regular_Season,2 Point,6.61
17013,Marc Jackson,2004,Regular_Season,2 Point,8.41
17014,Josh Howard,2004,Regular_Season,2 Point,9.03
17015,Damon Jones,2004,Regular_Season,2 Point,2.59
17016,Jason Kidd,2004,Regular_Season,2 Point,6.39
17017,David Wesley,2004,Regular_Season,2 Point,5.4
17018,Kyle Korver,2004,Regular_Season,2 Point,2.22
17019,Primoz Brezec,2004,Regular_Season,2 Point,10.75
17020,Kurt Thomas,2004,Regular_Season,2 Point,10.55
17021,Kenny Thomas,2004,Regular_Season,2 Point,10.03
17022,Dan Dickau,2004,Regular_Season,2 Point,6.23
17023,P.J. Brown,2004,Regular_Season,2 Point,8.24
17024,Raef LaFrentz,2004,Regular_Season,2 Point,6.48
17025,Derek Fisher,2004,Regular_Season,2 Point,5.11
17026,Gary Payton,2004,Regular_Season,2 Point,7.71
17027,Mike James,2004,Regular_Season,2 Point,6.24
17028,Udonis Haslem,2004,Regular_Season,2 Point,8.65
17029,Tim Thomas,2004,Regular_Season,2 Point,6.48
17030,Antonio Daniels,2004,Regular_Season,2 Point,5.97
17031,Luke Ridnour,2004,Regular_Season,2 Point,5.66
17032,Mo Williams,2004,Regular_Season,2 Point,7.28
17033,Joe Smith,2004,Regular_Season,2 Point,8.62
17034,Fred Jones,2004,Regular_Season,2 Point,4.88
17035,Ruben Patterson,2004,Regular_Season,2 Point,9.06
17036,Josh Childress,2004,Regular_Season,2 Point,7.22
17037,Shane Battier,2004,Regular_Season,2 Point,5.03
17038,Tyronn Lue,2004,Regular_Season,2 Point,6.86
17039,J.R. Smith,2004,Regular_Season,2 Point,5.63
17040,Gerald Wallace,2004,Regular_Season,2 Point,7.69
17041,Lorenzen Wright,2004,Regular_Season,2 Point,8.0
17042,Mark Blount,2004,Regular_Season,2 Point,7.98
17043,Nenad Krstic,2004,Regular_Season,2 Point,7.49
17044,Andre Iguodala,2004,Regular_Season,2 Point,5.41
17045,Antonio McDyess,2004,Regular_Season,2 Point,7.97
17046,Corliss Williamson,2004,Regular_Season,2 Point,7.57
17047,Chris Mihm,2004,Regular_Season,2 Point,7.47
17048,Nazr Mohammed,2004,Regular_Season,2 Point,7.51
17049,Ben Wallace,2004,Regular_Season,2 Point,7.95
17050,Bonzi Wells,2004,Regular_Season,2 Point,6.84
17051,Jason Williams,2004,Regular_Season,2 Point,4.48
17052,Josh Smith,2004,Regular_Season,2 Point,7.3
17053,Gordan Giricek,2004,Regular_Season,2 Point,6.05
17054,Keith Bogans,2004,Regular_Season,2 Point,5.54
17055,Jason Hart,2004,Regular_Season,2 Point,6.0
17056,Troy Hudson,2004,Regular_Season,2 Point,4.48
17057,Jameer Nelson,2004,Regular_Season,2 Point,6.13
17058,Jason Kapono,2004,Regular_Season,2 Point,4.67
17059,Marcus Camby,2004,Regular_Season,2 Point,8.45
17060,Andres Nocioni,2004,Regular_Season,2 Point,5.33
17061,Bruce Bowen,2004,Regular_Season,2 Point,3.63
17062,Jim Jackson,2004,Regular_Season,2 Point,3.94
17063,Mike Sweetney,2004,Regular_Season,2 Point,6.16
17064,Austin Croshere,2004,Regular_Season,2 Point,3.92
17065,Tyson Chandler,2004,Regular_Season,2 Point,5.18
17066,Brendan Haywood,2004,Regular_Season,2 Point,7.03
17067,Earl Watson,2004,Regular_Season,2 Point,4.6
17068,Darius Songaila,2004,Regular_Season,2 Point,6.35
17069,Brent Barry,2004,Regular_Season,2 Point,2.32
17070,Peja Drobnjak,2004,Regular_Season,2 Point,6.0
17071,Dan Gadzuric,2004,Regular_Season,2 Point,6.0
17072,Samuel Dalembert,2004,Regular_Season,2 Point,6.94
17073,Matt Bonner,2004,Regular_Season,2 Point,5.07
17074,Jumaine Jones,2004,Regular_Season,2 Point,2.84
17075,Melvin Ely,2004,Regular_Season,2 Point,5.75
17076,Othella Harrington,2004,Regular_Season,2 Point,6.2
17077,Casey Jacobsen,2004,Regular_Season,2 Point,2.36
17078,Marquis Daniels,2004,Regular_Season,2 Point,7.1
17079,Erick Dampier,2004,Regular_Season,2 Point,6.85
17080,Trenton Hassell,2004,Regular_Season,2 Point,5.46
17081,Malik Rose,2004,Regular_Season,2 Point,5.18
17082,Cliff Robinson,2004,Regular_Season,2 Point,3.8
17083,Anthony Johnson,2004,Regular_Season,2 Point,5.14
17084,Eddie Griffin,2004,Regular_Season,2 Point,3.86
17085,Jared Jeffries,2004,Regular_Season,2 Point,4.86
17086,Travis Best,2004,Regular_Season,2 Point,4.32
17087,Jason Collins,2004,Regular_Season,2 Point,4.6
17088,Juan Dixon,2004,Regular_Season,2 Point,4.38
17089,DerMarr Johnson,2004,Regular_Season,2 Point,3.72
17090,Antonio Davis,2004,Regular_Season,2 Point,5.36
17091,Devin Brown,2004,Regular_Season,2 Point,3.82
17092,Bostjan Nachbar,2004,Regular_Season,2 Point,2.42
17093,Tony Allen,2004,Regular_Season,2 Point,4.47
17094,Joel Przybilla,2004,Regular_Season,2 Point,5.24
17095,Chris Duhon,2004,Regular_Season,2 Point,1.9
17096,Al Jefferson,2004,Regular_Season,2 Point,5.49
17097,Beno Udrih,2004,Regular_Season,2 Point,2.88
17098,Trevor Ariza,2004,Regular_Season,2 Point,4.22
17099,Milt Palacio,2004,Regular_Season,2 Point,4.32
17100,Nick Collison,2004,Regular_Season,2 Point,4.63
