,Player,Season,Stage,Points_type,Points_per_game
482,Kenny Thomas,2000,Regular_Season,Free throws,1.23
483,Ben Wallace,2000,Regular_Season,Free throws,1.0
484,Jason Caffey,2000,Regular_Season,Free throws,2.03
485,Scot Pollard,2000,Regular_Season,Free throws,1.66
486,Jacque Vaughn,2000,Regular_Season,Free throws,1.56
487,Eddie Robinson,2000,Regular_Season,Free throws,0.96
488,Eric Snow,2000,Regular_Season,Free throws,2.44
489,Michael Doleac,2000,Regular_Season,Free throws,0.65
490,Robert Pack,2000,Regular_Season,Free throws,1.42
491,Desmond Mason,2000,Regular_Season,Free throws,0.86
492,Damon Jones,2000,Regular_Season,Free throws,0.52
493,Anthony Carter,2000,Regular_Season,Free throws,0.9
494,Keyon Dooling,2000,Regular_Season,Free throws,1.64
495,Danny Ferry,2000,Regular_Season,Free throws,0.28
496,Sean Rooks,2000,Regular_Season,Free throws,1.3
497,Malik Rose,2000,Regular_Season,Free throws,2.0
498,Olden Polynice,2000,Regular_Season,Free throws,0.21
499,Dell Curry,2000,Regular_Season,Free throws,0.61
500,Mateen Cleaves,2000,Regular_Season,Free throws,1.24
501,Brian Shaw,2000,Regular_Season,Free throws,0.64
502,Monty Williams,2000,Regular_Season,Free throws,1.04
503,Robert Horry,2000,Regular_Season,Free throws,0.75
504,Scott Williams,2000,Regular_Season,Free throws,0.91
505,Robert Traylor,2000,Regular_Season,Free throws,1.14
506,DerMarr Johnson,2000,Regular_Season,Free throws,0.82
507,Stromile Swift,2000,Regular_Season,Free throws,1.06
508,Hedo Turkoglu,2000,Regular_Season,Free throws,1.18
509,Jerome Williams,2000,Regular_Season,Free throws,1.69
510,A.C. Green,2000,Regular_Season,Free throws,0.96
511,Greg Ostertag,2000,Regular_Season,Free throws,1.04
512,Chris Childs,2000,Regular_Season,Free throws,0.78
513,Mikki Moore,2000,Regular_Season,Free throws,1.17
514,Troy Hudson,2000,Regular_Season,Free throws,1.13
515,Jamaal Magloire,2000,Regular_Season,Free throws,1.28
516,Rasho Nesterovic,2000,Regular_Season,Free throws,0.47
517,Samaki Walker,2000,Regular_Season,Free throws,1.28
518,Hanno Mottola,2000,Regular_Season,Free throws,1.0
519,Jelani McCoy,2000,Regular_Season,Free throws,0.59
520,Jumaine Jones,2000,Regular_Season,Free throws,0.62
521,Michael Smith,2000,Regular_Season,Free throws,1.13
522,Mario Elie,2000,Regular_Season,Free throws,0.81
523,Sam Mitchell,2000,Regular_Season,Free throws,0.49
524,Ervin Johnson,2000,Regular_Season,Free throws,0.61
525,Andrew DeClercq,2000,Regular_Season,Free throws,0.7
526,Todd MacCulloch,2000,Regular_Season,Free throws,0.67
527,Evan Eschmeyer,2000,Regular_Season,Free throws,0.91
528,Jeff Foster,2000,Regular_Season,Free throws,0.66
529,Kevin Ollie,2000,Regular_Season,Free throws,0.9
530,Dean Garrett,2000,Regular_Season,Free throws,0.39
531,Derrick McKey,2000,Regular_Season,Free throws,0.32
532,Mark Madsen,2000,Regular_Season,Free throws,0.37
533,Allen Iverson,2000,Playoffs,Free throws,7.32
534,Shaquille O'Neal,2000,Playoffs,Free throws,6.56
535,Kobe Bryant,2000,Playoffs,Free throws,7.75
536,Ray Allen,2000,Playoffs,Free throws,4.39
537,Glenn Robinson,2000,Playoffs,Free throws,2.78
538,Aaron McKie,2000,Playoffs,Free throws,2.57
539,Vince Carter,2000,Playoffs,Free throws,4.83
540,Dikembe Mutombo,2000,Playoffs,Free throws,4.87
541,Tim Duncan,2000,Playoffs,Free throws,5.85
542,Sam Cassell,2000,Playoffs,Free throws,4.67
543,Jamal Mashburn,2000,Playoffs,Free throws,7.4
544,Dirk Nowitzki,2000,Playoffs,Free throws,8.3
545,David Robinson,2000,Playoffs,Free throws,5.08
546,Derek Fisher,2000,Playoffs,Free throws,1.62
547,Eric Snow,2000,Playoffs,Free throws,1.74
548,Tim Thomas,2000,Playoffs,Free throws,2.94
549,Antonio Davis,2000,Playoffs,Free throws,3.58
550,Michael Finley,2000,Playoffs,Free throws,3.6
551,Chris Webber,2000,Playoffs,Free throws,4.25
552,Baron Davis,2000,Playoffs,Free throws,4.0
553,Antonio Daniels,2000,Playoffs,Free throws,2.54
554,Peja Stojakovic,2000,Playoffs,Free throws,7.5
555,David Wesley,2000,Playoffs,Free throws,3.1
556,Tyrone Hill,2000,Playoffs,Free throws,1.57
557,Alvin Williams,2000,Playoffs,Free throws,1.42
558,Rick Fox,2000,Playoffs,Free throws,1.62
559,Karl Malone,2000,Playoffs,Free throws,7.8
560,Steve Nash,2000,Playoffs,Free throws,3.0
561,Tracy McGrady,2000,Playoffs,Free throws,7.75
562,Scott Williams,2000,Playoffs,Free throws,0.94
563,Juwan Howard,2000,Playoffs,Free throws,3.6
564,Jumaine Jones,2000,Playoffs,Free throws,0.65
565,Reggie Miller,2000,Playoffs,Free throws,7.0
566,Elden Campbell,2000,Playoffs,Free throws,3.7
567,Charles Oakley,2000,Playoffs,Free throws,1.17
568,Chris Childs,2000,Playoffs,Free throws,1.67
569,Terry Porter,2000,Playoffs,Free throws,1.31
570,Allan Houston,2000,Playoffs,Free throws,4.4
571,Ervin Johnson,2000,Playoffs,Free throws,1.11
572,Horace Grant,2000,Playoffs,Free throws,1.38
573,Robert Horry,2000,Playoffs,Free throws,0.81
574,Latrell Sprewell,2000,Playoffs,Free throws,3.8
575,Vlade Divac,2000,Playoffs,Free throws,3.62
576,Kevin Garnett,2000,Playoffs,Free throws,7.5
577,P.J. Brown,2000,Playoffs,Free throws,2.4
578,Doug Christie,2000,Playoffs,Free throws,3.0
579,Dell Curry,2000,Playoffs,Free throws,0.83
580,Avery Johnson,2000,Playoffs,Free throws,0.62
581,Danny Ferry,2000,Playoffs,Free throws,0.0
582,Kurt Thomas,2000,Playoffs,Free throws,4.4
583,Jalen Rose,2000,Playoffs,Free throws,1.75
584,Bryon Russell,2000,Playoffs,Free throws,2.2
585,Brian Shaw,2000,Playoffs,Free throws,0.38
586,Jason Williams,2000,Playoffs,Free throws,0.88
587,Eddie Robinson,2000,Playoffs,Free throws,0.6
588,Jason Caffey,2000,Playoffs,Free throws,1.11
589,Shawn Bradley,2000,Playoffs,Free throws,1.0
590,Lindsey Hunter,2000,Playoffs,Free throws,0.44
591,Malik Rose,2000,Playoffs,Free throws,1.31
592,Terrell Brandon,2000,Playoffs,Free throws,0.75
593,Glen Rice,2000,Playoffs,Free throws,1.4
594,Hedo Turkoglu,2000,Playoffs,Free throws,1.5
595,Cliff Robinson,2000,Playoffs,Free throws,3.5
596,Shawn Marion,2000,Playoffs,Free throws,3.0
597,Jason Kidd,2000,Playoffs,Free throws,2.25
598,George Lynch,2000,Playoffs,Free throws,0.9
599,Sean Elliott,2000,Playoffs,Free throws,0.92
600,Eddie Jones,2000,Playoffs,Free throws,2.0
601,Bobby Jackson,2000,Playoffs,Free throws,1.25
602,Todd MacCulloch,2000,Playoffs,Free throws,0.44
603,Wally Szczerbiak,2000,Playoffs,Free throws,5.0
604,Derek Anderson,2000,Playoffs,Free throws,2.29
605,Darrell Armstrong,2000,Playoffs,Free throws,3.0
606,Damon Stoudamire,2000,Playoffs,Free throws,4.33
607,Donyell Marshall,2000,Playoffs,Free throws,1.4
608,Howard Eisley,2000,Playoffs,Free throws,0.44
609,Steve Smith,2000,Playoffs,Free throws,5.0
610,Rasheed Wallace,2000,Playoffs,Free throws,2.67
611,John Stockton,2000,Playoffs,Free throws,3.0
612,Danny Manning,2000,Playoffs,Free throws,1.8
613,Scot Pollard,2000,Playoffs,Free throws,1.25
614,Mike Miller,2000,Playoffs,Free throws,0.75
615,Pat Garrity,2000,Playoffs,Free throws,1.0
616,Tony Delk,2000,Playoffs,Free throws,1.75
617,Mark Jackson,2000,Playoffs,Free throws,0.6
618,Morris Peterson,2000,Playoffs,Free throws,0.38
619,Austin Croshere,2000,Playoffs,Free throws,3.25
620,Scottie Pippen,2000,Playoffs,Free throws,2.0
621,Travis Best,2000,Playoffs,Free throws,1.0
622,Jermaine O'Neal,2000,Playoffs,Free throws,1.25
623,Jamaal Magloire,2000,Playoffs,Free throws,0.7
624,Olden Polynice,2000,Playoffs,Free throws,1.4
625,Calvin Booth,2000,Playoffs,Free throws,0.8
626,Matt Geiger,2000,Playoffs,Free throws,0.33
627,Eddie House,2000,Playoffs,Free throws,1.33
628,Mario Elie,2000,Playoffs,Free throws,1.5
629,Jerome Williams,2000,Playoffs,Free throws,1.0
630,Keon Clark,2000,Playoffs,Free throws,1.18
631,Alonzo Mourning,2000,Playoffs,Free throws,3.67
632,Rodney Rogers,2000,Playoffs,Free throws,2.25
633,Bo Outlaw,2000,Playoffs,Free throws,0.5
634,Arvydas Sabonis,2000,Playoffs,Free throws,2.0
635,Raja Bell,2000,Playoffs,Free throws,0.53
636,Anthony Peeler,2000,Playoffs,Free throws,0.0
637,Kevin Ollie,2000,Playoffs,Free throws,0.57
638,Greg Buckner,2000,Playoffs,Free throws,1.4
639,Steve Kerr,2000,Playoffs,Free throws,0.11
640,Brian Grant,2000,Playoffs,Free throws,3.33
641,Tyronn Lue,2000,Playoffs,Free throws,0.27
642,Darvin Ham,2000,Playoffs,Free throws,0.79
643,Derrick Coleman,2000,Playoffs,Free throws,1.4
644,Marcus Camby,2000,Playoffs,Free throws,1.25
645,Charlie Ward,2000,Playoffs,Free throws,1.2
646,LaPhonso Ellis,2000,Playoffs,Free throws,1.5
647,Tom Gugliotta,2000,Playoffs,Free throws,1.75
648,David Benoit,2000,Playoffs,Free throws,1.75
649,Rodney Buford,2000,Playoffs,Free throws,0.13
650,Othella Harrington,2000,Playoffs,Free throws,0.8
651,Anthony Carter,2000,Playoffs,Free throws,0.0
652,Dan Majerle,2000,Playoffs,Free throws,0.67
653,Anthony Mason,2000,Playoffs,Free throws,2.0
654,Samaki Walker,2000,Playoffs,Free throws,0.33
655,Jake Tsakalidis,2000,Playoffs,Free throws,0.0
656,Greg Ostertag,2000,Playoffs,Free throws,0.0
657,Paul Pierce,2001,Regular_Season,Free throws,6.34
658,Tim Duncan,2001,Regular_Season,Free throws,6.83
659,Kobe Bryant,2001,Regular_Season,Free throws,6.1
660,Tracy McGrady,2001,Regular_Season,Free throws,5.46
661,Allen Iverson,2001,Regular_Season,Free throws,7.92
662,Shaquille O'Neal,2001,Regular_Season,Free throws,5.94
663,Gary Payton,2001,Regular_Season,Free throws,3.26
664,Antoine Walker,2001,Regular_Season,Free throws,2.96
665,Karl Malone,2001,Regular_Season,Free throws,6.36
666,Dirk Nowitzki,2001,Regular_Season,Free throws,5.79
667,Kevin Garnett,2001,Regular_Season,Free throws,4.43
668,Jalen Rose,2001,Regular_Season,Free throws,3.39
669,Stephon Marbury,2001,Regular_Season,Free throws,4.3
670,Shareef Abdur-Rahim,2001,Regular_Season,Free throws,5.44
671,Jerry Stackhouse,2001,Regular_Season,Free throws,6.51
672,Antawn Jamison,2001,Regular_Season,Free throws,3.94
673,Cuttino Mobley,2001,Regular_Season,Free throws,3.61
674,Latrell Sprewell,2001,Regular_Season,Free throws,3.51
675,Allan Houston,2001,Regular_Season,Free throws,3.83
676,Shawn Marion,2001,Regular_Season,Free throws,2.36
677,Wally Szczerbiak,2001,Regular_Season,Free throws,2.76
678,Rasheed Wallace,2001,Regular_Season,Free throws,2.54
679,Peja Stojakovic,2001,Regular_Season,Free throws,3.99
680,Jason Terry,2001,Regular_Season,Free throws,3.64
681,Ray Allen,2001,Regular_Season,Free throws,3.1
682,Baron Davis,2001,Regular_Season,Free throws,2.39
683,Vince Carter,2001,Regular_Season,Free throws,4.08
684,Eddie Jones,2001,Regular_Season,Free throws,3.67
685,Steve Nash,2001,Regular_Season,Free throws,3.17
686,Sam Cassell,2001,Regular_Season,Free throws,3.81
687,Elton Brand,2001,Regular_Season,Free throws,4.86
688,Pau Gasol,2001,Regular_Season,Free throws,4.12
689,Michael Finley,2001,Regular_Season,Free throws,3.04
690,Jermaine O'Neal,2001,Regular_Season,Free throws,3.94
691,Andre Miller,2001,Regular_Season,Free throws,4.51
692,Chris Webber,2001,Regular_Season,Free throws,4.69
693,Nick Van Exel,2001,Regular_Season,Free throws,2.79
694,Reggie Miller,2001,Regular_Season,Free throws,3.75
695,Bonzi Wells,2001,Regular_Season,Free throws,2.92
696,Jason Kidd,2001,Regular_Season,Free throws,2.45
697,Keith Van Horn,2001,Regular_Season,Free throws,1.94
698,Rashard Lewis,2001,Regular_Season,Free throws,2.28
699,Juwan Howard,2001,Regular_Season,Free throws,3.22
700,Jeff McInnis,2001,Regular_Season,Free throws,2.26
701,Alonzo Mourning,2001,Regular_Season,Free throws,3.77
702,Wesley Person,2001,Regular_Season,Free throws,1.27
703,Lamond Murray,2001,Regular_Season,Free throws,3.03
704,Cliff Robinson,2001,Regular_Season,Free throws,1.79
705,Brent Barry,2001,Regular_Season,Free throws,2.44
706,Jason Richardson,2001,Regular_Season,Free throws,1.76
707,Kurt Thomas,2001,Regular_Season,Free throws,2.63
708,Shane Battier,2001,Regular_Season,Free throws,2.54
709,Antonio Davis,2001,Regular_Season,Free throws,3.81
710,John Stockton,2001,Regular_Season,Free throws,3.35
711,Kerry Kittles,2001,Regular_Season,Free throws,1.56
712,Mike Bibby,2001,Regular_Season,Free throws,1.94
713,Kenyon Martin,2001,Regular_Season,Free throws,2.48
714,Quentin Richardson,2001,Regular_Season,Free throws,1.77
715,Elden Campbell,2001,Regular_Season,Free throws,3.97
716,Corliss Williamson,2001,Regular_Season,Free throws,3.08
717,Raef LaFrentz,2001,Regular_Season,Free throws,1.35
718,Brad Miller,2001,Regular_Season,Free throws,3.91
719,Chauncey Billups,2001,Regular_Season,Free throws,2.52
720,Damon Stoudamire,2001,Regular_Season,Free throws,2.32
721,Darrell Armstrong,2001,Regular_Season,Free throws,2.22
722,Kenny Thomas,2001,Regular_Season,Free throws,3.1
723,Doug Christie,2001,Regular_Season,Free throws,2.54
724,Alvin Williams,2001,Regular_Season,Free throws,1.26
725,Penny Hardaway,2001,Regular_Season,Free throws,1.98
726,Ricky Davis,2001,Regular_Season,Free throws,2.39
727,Matt Harpring,2001,Regular_Season,Free throws,2.04
728,Chucky Atkins,2001,Regular_Season,Free throws,1.05
729,David Robinson,2001,Regular_Season,Free throws,3.45
730,David Wesley,2001,Regular_Season,Free throws,2.06
731,Troy Hudson,2001,Regular_Season,Free throws,2.17
732,Marcus Fizer,2001,Regular_Season,Free throws,2.49
733,Desmond Mason,2001,Regular_Season,Free throws,2.68
734,Dikembe Mutombo,2001,Regular_Season,Free throws,3.48
735,Rodney Rogers,2001,Regular_Season,Free throws,1.52
736,Keon Clark,2001,Regular_Season,Free throws,1.91
737,Bobby Jackson,2001,Regular_Season,Free throws,1.84
738,Larry Hughes,2001,Regular_Season,Free throws,2.62
739,Steve Smith,2001,Regular_Season,Free throws,2.06
740,Vlade Divac,2001,Regular_Season,Free throws,2.61
741,Michael Olowokandi,2001,Regular_Season,Free throws,1.46
742,Pat Garrity,2001,Regular_Season,Free throws,0.76
743,Andrei Kirilenko,2001,Regular_Season,Free throws,3.48
744,Tim Thomas,2001,Regular_Season,Free throws,1.92
745,Danny Fortson,2001,Regular_Season,Free throws,3.18
746,Lee Nailon,2001,Regular_Season,Free throws,1.42
747,Ruben Patterson,2001,Regular_Season,Free throws,2.56
748,Chris Whitney,2001,Regular_Season,Free throws,1.88
749,Voshon Lenard,2001,Regular_Season,Free throws,1.32
750,Hedo Turkoglu,2001,Regular_Season,Free throws,2.09
751,Nazr Mohammed,2001,Regular_Season,Free throws,1.67
752,Rod Strickland,2001,Regular_Season,Free throws,2.03
753,Anthony Mason,2001,Regular_Season,Free throws,1.88
754,Derek Fisher,2001,Regular_Season,Free throws,1.34
755,James Posey,2001,Regular_Season,Free throws,2.21
756,Darius Miles,2001,Regular_Season,Free throws,1.93
757,Bob Sura,2001,Regular_Season,Free throws,3.03
758,Malik Rose,2001,Regular_Season,Free throws,2.26
759,Joe Smith,2001,Regular_Season,Free throws,2.38
760,Derek Anderson,2001,Regular_Season,Free throws,2.54
761,Antonio Daniels,2001,Regular_Season,Free throws,1.93
762,Jamaal Tinsley,2001,Regular_Season,Free throws,1.64
763,Richard Jefferson,2001,Regular_Season,Free throws,2.39
764,Dale Davis,2001,Regular_Season,Free throws,1.91
765,Jon Barry,2001,Regular_Season,Free throws,1.32
766,Anthony Peeler,2001,Regular_Season,Free throws,0.61
767,Kenny Anderson,2001,Regular_Season,Free throws,1.29
768,Tony Parker,2001,Regular_Season,Free throws,1.4
769,Jamaal Magloire,2001,Regular_Season,Free throws,2.96
770,Rasho Nesterovic,2001,Regular_Season,Free throws,0.48
771,Mark Jackson,2001,Regular_Season,Free throws,1.06
772,Trenton Hassell,2001,Regular_Season,Free throws,1.12
773,Lucious Harris,2001,Regular_Season,Free throws,1.8
774,Brian Grant,2001,Regular_Season,Free throws,1.4
775,Jumaine Jones,2001,Regular_Season,Free throws,0.56
776,P.J. Brown,2001,Regular_Season,Free throws,2.11
777,Moochie Norris,2001,Regular_Season,Free throws,1.55
778,Rick Fox,2001,Regular_Season,Free throws,0.85
779,Eddie Griffin,2001,Regular_Season,Free throws,0.88
780,Bryon Russell,2001,Regular_Season,Free throws,1.74
781,Eric Piatkowski,2001,Regular_Season,Free throws,1.42
782,Ben Wallace,2001,Regular_Season,Free throws,1.24
783,Horace Grant,2001,Regular_Season,Free throws,1.05
784,Erick Strickland,2001,Regular_Season,Free throws,1.66
785,Todd MacCulloch,2001,Regular_Season,Free throws,1.76
786,DerMarr Johnson,2001,Regular_Season,Free throws,1.18
787,Tony Delk,2001,Regular_Season,Free throws,1.24
788,Othella Harrington,2001,Regular_Season,Free throws,1.58
789,Aaron Williams,2001,Regular_Season,Free throws,1.59
790,Travis Best,2001,Regular_Season,Free throws,1.41
791,Joe Johnson,2001,Regular_Season,Free throws,0.53
792,Devean George,2001,Regular_Season,Free throws,1.04
793,Jonathan Bender,2001,Regular_Season,Free throws,1.79
794,Chris Mihm,2001,Regular_Season,Free throws,1.68
795,Tyronn Lue,2001,Regular_Season,Free throws,0.68
796,Popeye Jones,2001,Regular_Season,Free throws,1.34
797,Erick Dampier,2001,Regular_Season,Free throws,1.86
798,Robert Horry,2001,Regular_Season,Free throws,1.33
799,Jacque Vaughn,2001,Regular_Season,Free throws,1.27
800,Jerome Williams,2001,Regular_Season,Free throws,2.03
801,Austin Croshere,2001,Regular_Season,Free throws,1.28
802,Zeljko Rebraca,2001,Regular_Season,Free throws,1.82
803,Tony Battie,2001,Regular_Season,Free throws,1.19
804,Scot Pollard,2001,Regular_Season,Free throws,1.44
805,Scott Padgett,2001,Regular_Season,Free throws,1.0
806,Kelvin Cato,2001,Regular_Season,Free throws,1.51
807,Monty Williams,2001,Regular_Season,Free throws,1.29
808,Eddy Curry,2001,Regular_Season,Free throws,1.46
809,Speedy Claxton,2001,Regular_Season,Free throws,1.7
810,Troy Murphy,2001,Regular_Season,Free throws,1.48
811,Lindsey Hunter,2001,Regular_Season,Free throws,0.24
812,Eric Williams,2001,Regular_Season,Free throws,2.16
813,Jeff Foster,2001,Regular_Season,Free throws,1.35
814,Kevin Ollie,2001,Regular_Season,Free throws,2.31
815,Samaki Walker,2001,Regular_Season,Free throws,1.25
816,Shawn Kemp,2001,Regular_Season,Free throws,1.39
817,Jarron Collins,2001,Regular_Season,Free throws,1.91
818,Tyrone Nesby,2001,Regular_Season,Free throws,0.91
819,Tyson Chandler,2001,Regular_Season,Free throws,1.89
820,Shandon Anderson,2001,Regular_Season,Free throws,0.9
821,Tony Massenburg,2001,Regular_Season,Free throws,1.15
822,Eduardo Najera,2001,Regular_Season,Free throws,1.61
823,Terry Porter,2001,Regular_Season,Free throws,0.94
824,Hanno Mottola,2001,Regular_Season,Free throws,0.7
825,Jahidi White,2001,Regular_Season,Free throws,1.17
826,Adonal Foyle,2001,Regular_Season,Free throws,0.47
827,Bo Outlaw,2001,Regular_Season,Free throws,0.52
828,Ryan Bowen,2001,Regular_Season,Free throws,0.92
829,Vitaly Potapenko,2001,Regular_Season,Free throws,1.13
830,Stacey Augmon,2001,Regular_Season,Free throws,1.0
831,Jason Collins,2001,Regular_Season,Free throws,1.49
832,Fred Hoiberg,2001,Regular_Season,Free throws,1.0
833,Damon Jones,2001,Regular_Season,Free throws,0.64
834,Slava Medvedenko,2001,Regular_Season,Free throws,0.58
835,Michael Curry,2001,Regular_Season,Free throws,0.88
836,Darvin Ham,2001,Regular_Season,Free throws,0.89
837,Chris Childs,2001,Regular_Season,Free throws,0.84
838,Corie Blount,2001,Regular_Season,Free throws,0.4
839,Raja Bell,2001,Regular_Season,Free throws,0.49
840,Greg Ostertag,2001,Regular_Season,Free throws,0.85
841,Sam Mitchell,2001,Regular_Season,Free throws,0.51
842,Don Reid,2001,Regular_Season,Free throws,0.65
843,Walter McCarty,2001,Regular_Season,Free throws,0.23
844,Ervin Johnson,2001,Regular_Season,Free throws,0.37
845,Joel Przybilla,2001,Regular_Season,Free throws,0.54
846,Brian Shaw,2001,Regular_Season,Free throws,0.31
847,Felipe Lopez,2001,Regular_Season,Free throws,0.55
848,Shaquille O'Neal,2001,Playoffs,Free throws,7.11
849,Kobe Bryant,2001,Playoffs,Free throws,5.79
850,Paul Pierce,2001,Playoffs,Free throws,7.5
851,Jason Kidd,2001,Playoffs,Free throws,4.05
852,Chris Webber,2001,Playoffs,Free throws,3.69
853,Antoine Walker,2001,Playoffs,Free throws,3.12
854,Kenyon Martin,2001,Playoffs,Free throws,3.8
855,Mike Bibby,2001,Playoffs,Free throws,4.44
856,Keith Van Horn,2001,Playoffs,Free throws,1.75
